Time  [ms],Memory Usage [KB],Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta),Time  [ms],CPU Load [%]
23,2635236,27,3571273,2018992,31,66
123,2618984,128,5706558,4154277,132,82
226,2635232,231,5541939,3989658,235,72
325,2646516,329,5106206,3553925,332,58
426,2652572,428,3370597,1818316,431,44
526,2666256,530,3089168,1536887,535,58
626,2623564,629,3760840,2208559,631,39
726,2624044,729,2531195,978914,732,40
827,2624344,829,1969959,417678,832,31
929,2624592,936,2095582,543301,943,30
1028,2624592,1035,2253324,701043,1043,31
1130,2624660,1140,2093319,541038,1145,35
1229,2624952,1232,2121913,569632,1235,31
1330,2625692,1333,2330640,778359,1336,32
1430,2626032,1435,2422970,870689,1444,38
1531,2624540,1534,2809567,1257286,1537,40
1631,2625780,1635,2390470,838189,1638,26
1732,2625584,1735,1842018,289737,1738,28
1832,2626300,1837,2628432,1076151,1842,45
1934,2640756,1937,2380417,828136,1941,41
2035,2666400,2038,2841686,1289405,2042,46
2135,2673344,2139,3245888,1693607,2143,44
2236,2663424,,,,,
