Time  [ms],Memory Usage [KB],Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta),Time  [ms],CPU Load [%]
10,2627196,18,3323667,1833188,23,50
110,2640752,113,3527251,2036772,117,59
210,2648828,213,3535128,2044649,217,51
311,2642236,315,3927721,2437242,319,65
411,2654036,415,4632480,3142001,418,60
462,2662896,468,3459108,1968629,473,60
562,2670548,567,4673324,3182845,571,61
663,2680164,666,4253520,2763041,668,71
763,2692056,765,3257170,1766691,768,36
864,2645820,866,2243891,753412,869,32
966,2645732,973,2480504,990025,980,37
1066,2645856,1075,1985768,495289,1081,32
1167,2646072,1174,1892557,402078,1180,28
1267,2645876,1275,1951887,461408,1281,31
1368,2645680,1377,2392994,902515,1382,35
1467,2645928,1471,2330640,840161,1473,32
1568,2646228,1571,1876055,385576,,
