Time  [ms],Memory Usage [KB],Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta),Time  [ms],CPU Load [%]
85,2612272,3,3795722,2144091,8,59
185,2628168,90,4678057,3026426,94,83
293,2641028,189,6096713,4445082,193,75
394,2652552,296,5026454,3374823,299,57
494,2661328,399,4113850,2462219,404,65
594,2619736,496,3734320,2082689,499,49
694,2619540,596,2187429,535798,599,25
795,2619788,697,1466352,0,699,26
898,2619788,798,1239026,0,800,26
998,2619788,910,1161266,0,922,21
1098,2619856,1006,1510624,0,1014,35
1199,2619856,1106,2830370,1178739,1113,41
1299,2620352,1207,2306953,655322,1213,34
1398,2620352,1307,2064639,413008,1314,32
,,,,,,
