Time  [ms],Memory Usage [KB],Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta),Time  [ms],CPU Load [%]
58,2706864,62,4713893,3370423,64,64
159,2689812,163,5341923,3998453,168,72
260,2681224,262,5116006,3772536,265,67
360,2686116,363,4083425,2739955,366,41
464,2710288,466,2909067,1565597,469,44
564,2712624,566,2699546,1356076,569,42
664,2698412,667,3749557,2406087,669,53
767,2704436,775,3699072,2355602,780,51
867,2710024,876,3748088,2404618,881,50
966,2709604,971,2557906,1214436,979,41
1067,2710484,1075,2910710,1567240,1080,41
1167,2709728,1175,3031339,1687869,1180,47
1268,2711900,1275,2991463,1647993,1280,43
1368,2710616,1375,2502015,1158545,1380,38
1468,2709912,1475,2286912,943442,1480,35
1569,2711044,1575,2267665,924195,1580,33
1669,2640092,1675,2238690,895220,1681,30
1771,2639112,1778,1677454,333984,1785,23
1870,2638916,1876,1476691,133221,1883,21
1971,2638952,1980,1515867,172397,1989,29
2072,2638952,2084,1540434,196964,2095,28
2173,2638560,2184,1704150,360680,2193,26
2273,2638364,2281,1720474,377004,2289,28
2372,2638156,2378,1813685,470215,2385,24
2473,2638156,2479,1641603,298133,2486,25
2573,2638624,2580,2086149,742679,2586,30
2674,2638624,2681,1820856,477386,2689,29
2774,2638872,2780,1806515,463045,2786,24
2876,2638676,2885,1350881,7411,2895,26
2976,2638676,2985,1401083,57613,2995,27
3077,2638924,3089,1276788,0,3100,31
3179,2638780,3187,1546110,202640,3196,29
3279,2638768,3289,1369446,25976,3298,26
3380,2638736,3390,1324302,0,3400,27
3481,2638736,3493,1268186,0,3505,28
3581,2638540,3593,1321970,0,3602,27
3680,2641996,3687,1734072,390602,3695,29
3781,2642244,3788,1514643,171173,3795,25
3882,2642048,3891,1644306,300836,3899,28
3982,2642336,3991,1401083,57613,4002,27
4084,2642564,4096,1268186,0,4112,32
4184,2641492,4196,1351323,7853,4211,31
4284,2640872,4292,1818851,475381,4300,29
4385,2640712,4395,1435961,92491,4405,27
4485,2640712,4494,1499682,156212,4502,26
4586,2640764,4595,1379296,35826,4606,25
4686,2641004,4694,1593489,250019,4702,30
4787,2641004,4797,1629345,285875,4809,28
4887,2640164,4893,1914067,570597,4901,27
4987,2640020,4994,1935577,592107,5000,28
5091,2640516,5101,1235699,0,5112,24
5191,2641040,5199,2146499,803029,5202,35
5288,2642032,5292,3624488,2281018,5296,58
5389,2645040,5392,3454288,2110818,,
