Time  [ms],Memory Usage [KB],Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta),Time  [ms],CPU Load [%]
1,2692864,4,4343413,2753303,8,64
79,2698120,83,4993541,3403431,86,70
179,2703492,181,4264922,2674812,184,53
279,2709912,281,2858169,1268059,285,44
379,2708800,382,2565077,974967,384,39
480,2712668,486,2341629,751519,492,33
581,2712308,587,2573715,983605,593,38
681,2711916,687,2387293,797183,693,37
782,2640284,788,2365783,775673,795,36
883,2640088,891,1614384,24274,900,27
983,2639876,989,1842366,252256,995,26
1083,2639876,1088,1921237,331127,1094,25
1184,2640076,1192,1429864,0,1200,22
1285,2639688,1293,1421978,0,1301,26
1385,2639812,1394,1359248,0,1403,27
1486,2639616,1497,1389588,0,1506,30
1587,2639616,1596,1298654,0,1604,23
1687,2639616,1698,1300985,0,1707,27
1788,2639864,1797,1309046,0,1806,24
1889,2639916,1901,1248120,0,1913,26
1990,2639916,1999,1431827,0,2009,28
2090,2640216,2098,1684202,94092,2107,30
2191,2640464,2202,1354228,0,2214,28
2292,2640664,2303,1349642,0,2316,32
2392,2640912,2403,1255765,0,2415,30
2491,2640964,2501,1546739,0,2511,27
2593,2641212,2604,1392716,0,2616,28
2694,2641656,2706,1310312,0,2718,26
2794,2641904,2804,1354574,0,2814,28
2893,2642412,2900,1935577,345467,2905,27
2995,2642708,3004,1343181,0,3018,27
3096,2640604,3107,1869539,279429,3117,29
3196,2640604,3207,1459786,0,3219,25
3296,2640656,3306,1978598,388488,3315,28
3397,2644096,3406,1805047,214937,3415,24
3497,2644192,3503,1670284,80174,3510,22
3597,2644192,3604,1741985,151875,3611,25
3697,2644192,3703,1835196,245086,3710,25
3797,2644244,3804,1569902,0,3811,23
3898,2644492,3906,1578663,0,3913,25
3998,2643196,4007,2494844,904734,4016,41
4098,2644176,4100,3610442,2020332,4103,56
4200,2648408,4208,3469009,1878899,4215,56
4299,2657872,4302,4072004,2481894,4305,68
4402,2663484,4415,4954546,3364436,4419,76
4501,2662864,4504,5535737,3945627,4508,76
4602,2663792,4604,5054547,3464437,4607,74
4702,2656112,4705,5100418,3510308,4707,65
4802,2654808,4805,3719495,2129385,4807,54
4903,2656040,4905,3462840,1872730,4907,42
5003,2657100,5005,2378654,788544,5008,34
5104,2660260,5107,3046855,1456745,5109,45
5204,2664656,5209,2851619,1261509,5212,37
5305,2659144,5308,2129670,539560,5311,32
5405,2654352,5407,2288794,698684,5410,33
5504,2654672,5507,2209336,619226,5510,26
5605,2655136,5607,1629108,38998,5611,25
5706,2661964,5709,2418675,828565,5712,32
5807,2662632,5810,1766432,176322,5812,18
5908,2663992,5910,1582153,0,5913,24
6008,2664800,,,,,
