Time  [ms],Memory Usage [KB],Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta),Time  [ms],CPU Load [%]
73,2626580,78,5058953,3425363,7,64
173,2629040,176,4712732,3079142,82,83
273,2634576,276,2949531,1315941,178,54
374,2640040,376,2028788,395198,278,37
474,2645472,476,2236721,603131,380,30
575,2651424,577,2466164,832574,479,34
675,2657348,677,2502015,868425,580,37
775,2652928,778,2380123,746533,680,36
876,2586084,879,2170721,537131,780,35
976,2586296,979,1894820,261230,881,36
1077,2586052,1080,1495228,0,982,26
1177,2586016,1180,1382470,0,1083,25
1278,2585820,1281,1407068,0,1183,25
1378,2586068,1381,1388848,0,1283,28
1479,2585872,1482,1357180,0,1384,29
1579,2585872,1582,1285168,0,1485,28
1680,2586120,1683,1425032,0,1585,24
1782,2586120,1787,1521975,0,1685,18
1882,2586352,1890,1655943,22353,1796,21
1982,2586388,1988,1835196,201606,1895,24
2083,2586332,2089,1667007,33417,1995,25
2184,2584900,2194,1831954,198364,2095,25
2284,2584940,2293,2169546,535956,2203,34
2383,2585356,2387,1854468,220878,2301,27
2484,2586072,2489,1779019,145429,2393,29
2584,2585536,2590,1792175,158585,2495,25
2684,2585732,2690,1878216,244626,2595,25
2785,2585732,2791,1756325,122735,2696,27
2886,2585828,2891,1505491,0,2797,25
2989,2586028,3004,1124076,0,2898,21
3088,2586076,3099,1288255,0,3016,24
3190,2586076,3203,1211486,0,3111,25
3290,2587340,3300,1320287,0,3214,28
3391,2590368,3399,1533606,0,3311,26
3491,2590172,3500,1343181,0,3408,30
3592,2590420,3603,1320202,0,3509,25
3693,2590644,3706,1319538,0,3612,29
3794,2590892,3805,1322656,0,3719,23
3894,2590944,3905,1336034,0,3816,32
3994,2590936,4004,1409450,0,3916,30
4095,2589836,4103,1513907,0,4014,32
4196,2590320,4206,1321970,0,4112,28
4296,2590636,4308,1379991,0,4216,27
4396,2590896,4403,3074153,1440563,4320,32
4496,2592316,4504,3034571,1400981,4409,47
4597,2597476,4600,3861808,2228218,4509,49
4696,2594400,4700,4367066,2733476,4606,63
4798,2595996,4802,5220047,3586457,4702,72
4900,2597408,4903,5369737,3736147,4805,75
5000,2596636,5003,5295599,3662009,4906,83
5101,2587036,5109,3674418,2040828,5006,65
5201,2582508,5209,2887263,1253673,5118,47
5303,2584540,5313,2186150,552560,5217,37
5401,2584640,5404,1916036,282446,5322,35
5502,2584744,5508,1574762,0,5406,22
5603,2585456,5609,1809439,175849,5514,26
5704,2595132,5711,2824669,1191079,5615,29
5805,2598964,5813,2371102,737512,5720,35
5905,2601720,5916,2169850,536260,5819,38
6004,2599624,6007,2913387,1279797,5922,41
6105,2600840,6108,1876454,242864,6010,31
