datetime,cpu,mem
Wed Oct 26 19:40:58 GMT 2022,37,1345355
Wed Oct 26 19:40:59 GMT 2022,11,1343906
Wed Oct 26 19:41:00 GMT 2022,11,1355616
Wed Oct 26 19:41:02 GMT 2022,11,1353498
Wed Oct 26 19:41:03 GMT 2022,11,1358124
Wed Oct 26 19:41:05 GMT 2022,74,1358441
Wed Oct 26 19:41:06 GMT 2022,74,1358869
Wed Oct 26 19:41:07 GMT 2022,74,1358975
Wed Oct 26 19:41:09 GMT 2022,74,1377711
Wed Oct 26 19:41:10 GMT 2022,34,1377637
Wed Oct 26 19:41:11 GMT 2022,34,1378026
Wed Oct 26 19:41:13 GMT 2022,34,1378226
Wed Oct 26 19:41:14 GMT 2022,34,1379864
Wed Oct 26 19:41:15 GMT 2022,29,1378539
Wed Oct 26 19:41:17 GMT 2022,29,1378351
Wed Oct 26 19:41:18 GMT 2022,29,1378379
Wed Oct 26 19:41:20 GMT 2022,29,1379948
Wed Oct 26 19:41:22 GMT 2022,40,1378623
Wed Oct 26 19:41:23 GMT 2022,40,1378820
Wed Oct 26 19:41:25 GMT 2022,40,1379245
Wed Oct 26 19:41:26 GMT 2022,40,1380642
Wed Oct 26 19:41:28 GMT 2022,0,1379245
Wed Oct 26 19:41:30 GMT 2022,0,1379438
Wed Oct 26 19:41:31 GMT 2022,0,1379509
