datetime,cpu,mem
Wed Oct 26 18:08:38 GMT 2022,27,1333864
Wed Oct 26 18:08:40 GMT 2022,0.3,1334286
Wed Oct 26 18:08:41 GMT 2022,0.3,1354154
Wed Oct 26 18:08:42 GMT 2022,0.3,1354588
Wed Oct 26 18:08:43 GMT 2022,0.3,1355884
Wed Oct 26 18:08:44 GMT 2022,0.3,1364047
Wed Oct 26 18:08:46 GMT 2022,39,1354029
Wed Oct 26 18:08:47 GMT 2022,39,1355230
Wed Oct 26 18:08:48 GMT 2022,39,1351917
Wed Oct 26 18:08:49 GMT 2022,39,1354876
Wed Oct 26 18:08:51 GMT 2022,33,1334623
Wed Oct 26 18:08:52 GMT 2022,33,1334948
Wed Oct 26 18:08:53 GMT 2022,33,1334984
Wed Oct 26 18:08:54 GMT 2022,33,1335040
Wed Oct 26 18:08:56 GMT 2022,33,1336640
Wed Oct 26 18:08:57 GMT 2022,29,1335212
Wed Oct 26 18:08:58 GMT 2022,29,1335384
Wed Oct 26 18:08:59 GMT 2022,29,1335460
Wed Oct 26 18:09:01 GMT 2022,29,1336956
Wed Oct 26 18:09:02 GMT 2022,29,1335492
Wed Oct 26 18:09:03 GMT 2022,29,1335453
Wed Oct 26 18:09:05 GMT 2022,29,1335630
Wed Oct 26 18:09:06 GMT 2022,29,1336986
Wed Oct 26 18:09:07 GMT 2022,30,1335558
Wed Oct 26 18:09:08 GMT 2022,30,1335743
