datetime,cpu,mem
Wed Oct 26 18:18:11 GMT 2022,3.9,1359940
Wed Oct 26 18:18:12 GMT 2022,7.1,1360285
Wed Oct 26 18:18:13 GMT 2022,7.1,1365956
Wed Oct 26 18:18:15 GMT 2022,7.1,1366239
Wed Oct 26 18:18:16 GMT 2022,7.1,1367092
Wed Oct 26 18:18:17 GMT 2022,7.1,1354320
Wed Oct 26 18:18:18 GMT 2022,37,1354889
Wed Oct 26 18:18:19 GMT 2022,37,1346957
Wed Oct 26 18:18:21 GMT 2022,37,1345486
Wed Oct 26 18:18:22 GMT 2022,37,1347897
Wed Oct 26 18:18:23 GMT 2022,36,1327420
Wed Oct 26 18:18:25 GMT 2022,36,1327898
Wed Oct 26 18:18:26 GMT 2022,36,1327914
Wed Oct 26 18:18:27 GMT 2022,36,1329362
Wed Oct 26 18:18:28 GMT 2022,29,1327854
Wed Oct 26 18:18:30 GMT 2022,29,1327930
Wed Oct 26 18:18:31 GMT 2022,29,1328010
Wed Oct 26 18:18:32 GMT 2022,29,1329598
Wed Oct 26 18:18:34 GMT 2022,29,1328182
Wed Oct 26 18:18:35 GMT 2022,29,1328282
Wed Oct 26 18:18:36 GMT 2022,29,1328351
Wed Oct 26 18:18:38 GMT 2022,29,1330121
Wed Oct 26 18:18:39 GMT 2022,30,1328449
Wed Oct 26 18:18:40 GMT 2022,30,1328537
Wed Oct 26 18:18:41 GMT 2022,30,1328756
