Time  [ms],Memory Usage [KB],Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta),Time  [ms],CPU Load [%]
77,2531676,81,3053230,1873889,2,28
177,2551236,181,3466071,2286730,84,54
278,2571716,281,3751319,2571978,185,54
378,2591044,382,3532572,2353231,285,51
479,2573048,483,4530629,3351288,387,64
579,2582108,582,3905210,2725869,488,50
680,2587600,682,3229545,2050204,586,60
781,2595412,783,2469189,1289848,685,43
883,2611212,895,2876744,1697403,787,40
982,2615740,985,3641008,2461667,902,55
1084,2628368,1091,4594982,3415641,987,81
1184,2631892,1190,3440155,2260814,1099,50
1285,2635084,1293,2509185,1329844,1196,38
1385,2638340,1392,2697870,1518529,1299,42
1486,2641564,1493,2552205,1372864,1399,39
1586,2645252,1594,2372953,1193612,1500,37
1686,2648632,1694,3019556,1840215,1600,43
1787,2652352,1793,2554175,1374834,1700,40
1887,2655296,1895,2662020,1482679,1800,39
1986,2659296,1989,2659757,1480416,1900,38
2087,2662520,2089,2582855,1403514,1992,41
2187,2665960,2191,2522056,1342715,2092,38
2288,2670424,2291,2601721,1422380,2193,40
2389,2673852,2391,2552706,1373365,2293,37
2489,2677760,2492,2583149,1403808,2394,35
2590,2678648,2593,2726757,1547416,2495,42
2690,2582940,2692,3003747,1824406,2596,42
2790,2583340,2793,2377479,1198138,2695,40
2890,2583588,2893,2494844,1315503,2795,33
2991,2583836,2994,2788438,1609097,2895,43
3093,2582320,3102,2368546,1189205,2997,41
3192,2582320,3195,2460876,1281535,3109,35
3292,2582320,3295,2136340,956999,3198,32
3393,2582540,3396,2127701,948360,3297,30
3494,2582788,3497,2127474,948133,3399,38
3594,2582788,3598,1890024,710683,3500,27
3695,2582728,3699,2030058,850717,3601,31
3796,2582588,3799,2192232,1012891,3702,28
3897,2582588,3900,2398696,1219355,3802,32
,,,,,,
