Time  [ms],Memory Usage [KB],Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta),Time  [ms],CPU Load [%]
59,2649232,63,3426282,1675713,66,55
160,2663852,164,3211092,1460523,168,42
260,2664340,265,3285644,1535075,268,58
361,2681012,364,4221227,2470658,367,49
462,2688948,471,2952349,1201780,476,47
563,2596128,570,2444582,694013,578,33
663,2596768,671,1713557,0,679,37
763,2614460,769,3022490,1271921,774,71
863,2601396,866,4150276,2399707,869,59
963,2609736,966,2592114,841545,968,31
1064,2609984,1066,2192232,441663,1069,30
1166,2610332,1175,2143510,392941,1184,36
1265,2610420,1268,2463139,712570,1270,29
1368,2610668,1380,1985471,234902,1392,37
1468,2610892,1479,1942801,192232,1488,37
1568,2609588,1577,2586587,836018,1584,38
1667,2609588,1670,2265401,514832,1672,30
1767,2609392,1770,2020149,269580,1773,28
1868,2609432,1870,2100489,349920,1873,34
1968,2609712,1970,1942747,192178,1973,30
2068,2610204,2071,2289675,539106,2073,32
2169,2610116,2171,2415593,665024,2174,33
2269,2610108,2272,2079480,328911,2274,29
2370,2610108,2373,2260995,510426,2375,33
2470,2610108,2473,1708898,0,2476,34
2571,2610400,2573,2479035,728466,2576,36
2671,2610400,2674,2213742,463173,2676,31
2772,2610400,2774,1980861,230292,2777,29
2872,2611388,2875,1955619,205050,2877,29
2972,2611388,2975,2292613,542044,2978,32
3073,2611512,3076,2377185,626616,3079,33
3175,2611436,3182,2423057,672488,3191,33
3276,2611352,3284,2694138,943569,3291,44
3376,2611352,3385,3141448,1390879,3394,45
3477,2611352,3487,2210304,459735,3495,34
3576,2611352,3579,2547505,796936,3582,30
3676,2611600,3679,2048688,298119,3682,31
3777,2611600,3779,1921302,170733,3782,32
3877,2611404,3881,2265401,514832,3884,36
3977,2612372,3980,2550943,800374,3982,28
4079,2612412,,,,,
