datetime,cpu,mem
Sat Oct 29 00:43:07 GMT 2022,0.4,1271395
Sat Oct 29 00:43:09 GMT 2022,-2,1269545
Sat Oct 29 00:43:10 GMT 2022,-2,1269749
Sat Oct 29 00:43:11 GMT 2022,-2,1269603
Sat Oct 29 00:43:13 GMT 2022,-2,1276390
Sat Oct 29 00:43:14 GMT 2022,1.5,1281563
Sat Oct 29 00:43:16 GMT 2022,1.5,1274406
Sat Oct 29 00:43:18 GMT 2022,1.5,1259942
Sat Oct 29 00:43:21 GMT 2022,1.3,1257362
Sat Oct 29 00:43:23 GMT 2022,1.3,1257526
Sat Oct 29 00:43:24 GMT 2022,1.3,1255727
Sat Oct 29 00:43:26 GMT 2022,0.2,1254486
Sat Oct 29 00:43:28 GMT 2022,0.2,1254582
Sat Oct 29 00:43:30 GMT 2022,0.2,1256159
Sat Oct 29 00:43:32 GMT 2022,40,1254674
Sat Oct 29 00:43:34 GMT 2022,40,1254923
