datetime,cpu,mem
Wed Oct 26 18:10:22 GMT 2022,30,1369548
Wed Oct 26 18:10:23 GMT 2022,4.2,1377624
Wed Oct 26 18:10:25 GMT 2022,4.2,1399037
Wed Oct 26 18:10:26 GMT 2022,4.2,1396453
Wed Oct 26 18:10:27 GMT 2022,4.2,1399097
Wed Oct 26 18:10:28 GMT 2022,4.2,1400987
Wed Oct 26 18:10:30 GMT 2022,45,1389649
Wed Oct 26 18:10:31 GMT 2022,45,1389802
Wed Oct 26 18:10:32 GMT 2022,45,1390205
Wed Oct 26 18:10:33 GMT 2022,45,1405404
Wed Oct 26 18:10:35 GMT 2022,38,1404929
Wed Oct 26 18:10:36 GMT 2022,38,1405065
Wed Oct 26 18:10:37 GMT 2022,38,1405121
Wed Oct 26 18:10:39 GMT 2022,38,1405729
Wed Oct 26 18:10:40 GMT 2022,36,1404464
Wed Oct 26 18:10:41 GMT 2022,36,1404524
Wed Oct 26 18:10:43 GMT 2022,36,1404664
Wed Oct 26 18:10:44 GMT 2022,36,1405697
Wed Oct 26 18:10:45 GMT 2022,35,1404132
Wed Oct 26 18:10:47 GMT 2022,35,1404144
Wed Oct 26 18:10:48 GMT 2022,35,1404968
Wed Oct 26 18:10:50 GMT 2022,35,1407241
Wed Oct 26 18:10:51 GMT 2022,0,1405880
Wed Oct 26 18:10:53 GMT 2022,0,1405940
Wed Oct 26 18:10:54 GMT 2022,0,1407112
Wed Oct 26 18:10:56 GMT 2022,0,1409181
Wed Oct 26 18:10:57 GMT 2022,36,1410071
