datetime,cpu,mem
Wed Oct 26 18:57:08 GMT 2022,0,1390961
Wed Oct 26 18:57:09 GMT 2022,0,1397823
Wed Oct 26 18:57:10 GMT 2022,0,1441945
Wed Oct 26 18:57:12 GMT 2022,0,1421245
Wed Oct 26 18:57:13 GMT 2022,0,1444626
Wed Oct 26 18:57:14 GMT 2022,48,1466593
Wed Oct 26 18:57:16 GMT 2022,48,1466559
Wed Oct 26 18:57:17 GMT 2022,48,1467108
Wed Oct 26 18:57:19 GMT 2022,48,1466553
Wed Oct 26 18:57:20 GMT 2022,38,1446784
Wed Oct 26 18:57:21 GMT 2022,38,1446990
Wed Oct 26 18:57:23 GMT 2022,38,1447082
Wed Oct 26 18:57:24 GMT 2022,38,1447651
Wed Oct 26 18:57:26 GMT 2022,36,1446190
Wed Oct 26 18:57:27 GMT 2022,36,1446246
Wed Oct 26 18:57:29 GMT 2022,36,1445806
Wed Oct 26 18:57:30 GMT 2022,36,1447511
Wed Oct 26 18:57:32 GMT 2022,0,1446026
Wed Oct 26 18:57:34 GMT 2022,0,1446819
Wed Oct 26 18:57:35 GMT 2022,0,1448260
Wed Oct 26 18:57:37 GMT 2022,39,1446919
Wed Oct 26 18:57:39 GMT 2022,39,1447031
Wed Oct 26 18:57:40 GMT 2022,39,1446971
Wed Oct 26 18:57:42 GMT 2022,39,1494060
Wed Oct 26 18:57:44 GMT 2022,42,1521661
Wed Oct 26 18:57:45 GMT 2022,42,1530871
Wed Oct 26 18:57:47 GMT 2022,42,1537644
