Time  [ms],Memory Usage [KB],Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta),Time  [ms],CPU Load [%]
61,2514656,63,1680979,0,66,17
163,2515740,170,1045658,0,176,19
263,2516844,275,1183065,0,285,18
363,2516316,373,1606101,0,380,33
464,2516272,476,1227525,0,483,18
564,2517048,573,1489476,0,581,33
665,2520252,673,2588629,774859,681,47
769,2520576,778,2111871,298101,786,44
866,2522488,874,2164432,350662,882,25
968,2522768,980,1741985,0,987,27
1066,2522712,1069,1519630,0,1072,22
1166,2522540,1169,1521620,0,1172,22
1267,2522788,1271,1256674,0,1274,15
1370,2522788,1382,1464400,0,1392,23
1473,2523132,1487,1317413,0,1498,26
1573,2522936,1590,1346464,0,1601,27
1671,2523744,1681,863150,0,1691,11
1772,2524252,1786,1055443,0,1793,20
1873,2525728,1884,1220289,0,,
