datetime,cpu,mem
Fri Oct 28 22:16:16 GMT 2022,25,1312885
Fri Oct 28 22:16:19 GMT 2022,12,1234598
Fri Oct 28 22:16:21 GMT 2022,12,1305292
Fri Oct 28 22:16:24 GMT 2022,12,1298381
Fri Oct 28 22:16:26 GMT 2022,73,1297196
Fri Oct 28 22:16:28 GMT 2022,73,1275817
Fri Oct 28 22:16:31 GMT 2022,73,1279219
Fri Oct 28 22:16:33 GMT 2022,73,1276822
Fri Oct 28 22:16:35 GMT 2022,73,1276878
Fri Oct 28 22:16:38 GMT 2022,73,1277927
Fri Oct 28 22:16:40 GMT 2022,70,1276578
Fri Oct 28 22:16:43 GMT 2022,70,1277267
Fri Oct 28 22:16:45 GMT 2022,70,1278736
Fri Oct 28 22:16:47 GMT 2022,70,1277435
Fri Oct 28 22:16:50 GMT 2022,70,1278038
Fri Oct 28 22:16:52 GMT 2022,70,1339027
Fri Oct 28 22:16:55 GMT 2022,70,1358326
Fri Oct 28 22:16:57 GMT 2022,70,1357911
Fri Oct 28 22:17:00 GMT 2022,50,1321382
Fri Oct 28 22:17:03 GMT 2022,50,1330827
Fri Oct 28 22:17:05 GMT 2022,51,1338486
Fri Oct 28 22:17:08 GMT 2022,51,1348243
Fri Oct 28 22:17:10 GMT 2022,46,1309482
Fri Oct 28 22:17:13 GMT 2022,46,1320567
Fri Oct 28 22:17:15 GMT 2022,47,1338522
Fri Oct 28 22:17:18 GMT 2022,47,1351434
Fri Oct 28 22:17:20 GMT 2022,47,1371511
Fri Oct 28 22:17:23 GMT 2022,43,1370134
Fri Oct 28 22:17:26 GMT 2022,43,1334331
Fri Oct 28 22:17:28 GMT 2022,26,1324530
Fri Oct 28 22:17:31 GMT 2022,26,1321399
Fri Oct 28 22:17:34 GMT 2022,26,1310554
Fri Oct 28 22:17:37 GMT 2022,26,1311487
Fri Oct 28 22:17:39 GMT 2022,25,1310158
Fri Oct 28 22:17:42 GMT 2022,25,1312011
Fri Oct 28 22:17:45 GMT 2022,26,1310614
Fri Oct 28 22:17:47 GMT 2022,26,1312143
Fri Oct 28 22:17:50 GMT 2022,25,1309782
Fri Oct 28 22:17:53 GMT 2022,25,1311267
Fri Oct 28 22:17:56 GMT 2022,25,1309626
Fri Oct 28 22:17:58 GMT 2022,25,1311107
Fri Oct 28 22:18:01 GMT 2022,26,1309714
Fri Oct 28 22:18:04 GMT 2022,26,1311199
Fri Oct 28 22:18:06 GMT 2022,25,1309882
Fri Oct 28 22:18:09 GMT 2022,25,1311403
Fri Oct 28 22:18:12 GMT 2022,25,1310170
Fri Oct 28 22:18:14 GMT 2022,25,1311691
Fri Oct 28 22:18:17 GMT 2022,25,1310398
Fri Oct 28 22:18:20 GMT 2022,25,1311927
Fri Oct 28 22:18:23 GMT 2022,25,1310470
Fri Oct 28 22:18:25 GMT 2022,25,1311995
Fri Oct 28 22:18:28 GMT 2022,25,1310534
Fri Oct 28 22:18:31 GMT 2022,25,1312255
Fri Oct 28 22:18:33 GMT 2022,26,1310486
