datetime,cpu,mem
Fri Oct 28 21:53:28 GMT 2022,54,1296175
Fri Oct 28 21:53:29 GMT 2022,0,1222296
Fri Oct 28 21:53:32 GMT 2022,0,1295109
Fri Oct 28 21:53:34 GMT 2022,0,1296395
Fri Oct 28 21:53:36 GMT 2022,0,1286925
Fri Oct 28 21:53:38 GMT 2022,0,1287238
Fri Oct 28 21:53:41 GMT 2022,0,1268698
Fri Oct 28 21:53:43 GMT 2022,74,1267300
Fri Oct 28 21:53:45 GMT 2022,74,1266320
Fri Oct 28 21:53:47 GMT 2022,74,1267818
Fri Oct 28 21:53:49 GMT 2022,70,1265932
Fri Oct 28 21:53:52 GMT 2022,70,1265944
Fri Oct 28 21:53:54 GMT 2022,70,1267690
Fri Oct 28 21:53:56 GMT 2022,70,1266304
Fri Oct 28 21:53:58 GMT 2022,70,1266544
Fri Oct 28 21:54:00 GMT 2022,70,1268104
Fri Oct 28 21:54:03 GMT 2022,71,1290033
Fri Oct 28 21:54:05 GMT 2022,71,1285321
Fri Oct 28 21:54:07 GMT 2022,71,1284427
Fri Oct 28 21:54:09 GMT 2022,0,1283145
Fri Oct 28 21:54:11 GMT 2022,0,1283169
Fri Oct 28 21:54:13 GMT 2022,0,1284439
Fri Oct 28 21:54:15 GMT 2022,14,1283205
Fri Oct 28 21:54:17 GMT 2022,14,1283297
Fri Oct 28 21:54:18 GMT 2022,14,1284791
Fri Oct 28 21:54:20 GMT 2022,14,1283437
Fri Oct 28 21:54:22 GMT 2022,14,1283357
Fri Oct 28 21:54:24 GMT 2022,14,1288387
Fri Oct 28 21:54:26 GMT 2022,20,1295049
Fri Oct 28 21:54:27 GMT 2022,20,1367249
Fri Oct 28 21:54:30 GMT 2022,20,1389895
Fri Oct 28 21:54:32 GMT 2022,0,1406585
Fri Oct 28 21:54:34 GMT 2022,0,1424773
Fri Oct 28 21:54:37 GMT 2022,0,1341143
Fri Oct 28 21:54:39 GMT 2022,35,1346685
Fri Oct 28 21:54:41 GMT 2022,35,1343793
Fri Oct 28 21:54:44 GMT 2022,35,1346907
Fri Oct 28 21:54:46 GMT 2022,34,1299013
Fri Oct 28 21:54:48 GMT 2022,34,1299405
Fri Oct 28 21:54:51 GMT 2022,34,1300995
Fri Oct 28 21:54:52 GMT 2022,0,1299457
Fri Oct 28 21:54:54 GMT 2022,0,1299845
Fri Oct 28 21:54:56 GMT 2022,0,1301415
Fri Oct 28 21:54:58 GMT 2022,15,1299937
Fri Oct 28 21:55:00 GMT 2022,15,1299945
Fri Oct 28 21:55:02 GMT 2022,15,1300655
Fri Oct 28 21:55:03 GMT 2022,15,1299429
Fri Oct 28 21:55:05 GMT 2022,15,1299393
Fri Oct 28 21:55:07 GMT 2022,15,1300655
Fri Oct 28 21:55:09 GMT 2022,15,1299549
Fri Oct 28 21:55:11 GMT 2022,15,1299765
Fri Oct 28 21:55:13 GMT 2022,15,1301263
Fri Oct 28 21:55:15 GMT 2022,14,1299933
Fri Oct 28 21:55:16 GMT 2022,14,1299889
Fri Oct 28 21:55:18 GMT 2022,14,1301467
Fri Oct 28 21:55:20 GMT 2022,14,1300217
Fri Oct 28 21:55:22 GMT 2022,14,1300405
Fri Oct 28 21:55:24 GMT 2022,14,1301931
Fri Oct 28 21:55:26 GMT 2022,15,1300373
Fri Oct 28 21:55:27 GMT 2022,15,1300725
Fri Oct 28 21:55:29 GMT 2022,15,1302339
Fri Oct 28 21:55:31 GMT 2022,14,1301229
Fri Oct 28 21:55:33 GMT 2022,14,1296953
Fri Oct 28 21:55:35 GMT 2022,14,1298419
Fri Oct 28 21:55:37 GMT 2022,15,1292649
Fri Oct 28 21:55:38 GMT 2022,15,1292785
Fri Oct 28 21:55:40 GMT 2022,15,1294091
Fri Oct 28 21:55:42 GMT 2022,14,1292869
Fri Oct 28 21:55:44 GMT 2022,14,1292549
Fri Oct 28 21:55:46 GMT 2022,14,1293999
Fri Oct 28 21:55:48 GMT 2022,14,1292669
Fri Oct 28 21:55:49 GMT 2022,14,1292757
Fri Oct 28 21:55:51 GMT 2022,14,1294371
Fri Oct 28 21:55:53 GMT 2022,15,1292921
Fri Oct 28 21:55:55 GMT 2022,15,1292857
Fri Oct 28 21:55:57 GMT 2022,15,1294383
Fri Oct 28 21:55:59 GMT 2022,16,1293061
Fri Oct 28 21:56:00 GMT 2022,16,1293169
Fri Oct 28 21:56:02 GMT 2022,16,1294627
Fri Oct 28 21:56:04 GMT 2022,15,1293321
Fri Oct 28 21:56:06 GMT 2022,15,1293273
Fri Oct 28 21:56:08 GMT 2022,15,1294823
Fri Oct 28 21:56:10 GMT 2022,14,1293437
Fri Oct 28 21:56:11 GMT 2022,14,1293597
Fri Oct 28 21:56:13 GMT 2022,14,1295099
Fri Oct 28 21:56:15 GMT 2022,14,1293621
Fri Oct 28 21:56:17 GMT 2022,14,1293633
Fri Oct 28 21:56:19 GMT 2022,14,1295083
Fri Oct 28 21:56:20 GMT 2022,14,1293633
Fri Oct 28 21:56:22 GMT 2022,14,1293669
Fri Oct 28 21:56:24 GMT 2022,14,1295187
