datetime,cpu,mem
Fri Oct 28 20:56:14 GMT 2022,0,1275435
Fri Oct 28 20:56:15 GMT 2022,0,1202194
Fri Oct 28 20:56:17 GMT 2022,0,1264024
Fri Oct 28 20:56:18 GMT 2022,0,1264268
Fri Oct 28 20:56:20 GMT 2022,0,1265281
Fri Oct 28 20:56:22 GMT 2022,0,1255995
Fri Oct 28 20:56:24 GMT 2022,0,1256249
Fri Oct 28 20:56:26 GMT 2022,0,1238040
Fri Oct 28 20:56:28 GMT 2022,0,1236622
Fri Oct 28 20:56:30 GMT 2022,0,1235722
Fri Oct 28 20:56:32 GMT 2022,0,1237200
Fri Oct 28 20:56:35 GMT 2022,47,1235842
Fri Oct 28 20:56:37 GMT 2022,47,1235410
Fri Oct 28 20:56:39 GMT 2022,47,1236600
Fri Oct 28 20:56:41 GMT 2022,47,1236039
Fri Oct 28 20:56:43 GMT 2022,47,1236283
Fri Oct 28 20:56:46 GMT 2022,47,1239271
