"browser","language","benchmark","start_time_stamp","end_time_stamp","execution_time"
"chrome","go","spectral_norm",1666786606.29772,1666786627.7822,21484.4808578491
"chrome","go","spectral_norm",1666787203.02858,1666787225.10211,22073.5311508179
"chrome","go","spectral_norm",1666788232.85695,1666788255.77955,22922.593832016
"chrome","go","spectral_norm",1666789723.65061,1666789746.08852,22437.9141330719
"chrome","go","spectral_norm",1666790562.85211,1666790584.40134,21549.2224693298
"chrome","go","spectral_norm",1666790995.9996,1666791018.94171,22942.1124458313
"chrome","go","spectral_norm",1666791340.92163,1666791363.68268,22761.0511779785
"firefox","go","spectral_norm",1666786950.8001,1666786959.72337,8923.27260971069
"firefox","go","spectral_norm",1666787303.91668,1666787312.75564,8838.9630317688
"firefox","go","spectral_norm",1666787900.07404,1666787909.10867,9034.62672233582
"firefox","go","spectral_norm",1666788732.35847,1666788741.3445,8986.03558540344
"firefox","go","spectral_norm",1666789060.68795,1666789069.7103,9022.35555648804
"firefox","go","spectral_norm",1666790661.43854,1666790670.41554,8976.99284553528
"firefox","go","spectral_norm",1666790830.48896,1666790839.37119,8882.22980499268
"firefox","go","spectral_norm",1666791254.41378,1666791263.53392,9120.13840675354
"firefox","go","spectral_norm",1666791441.54251,1666791450.50545,8962.94164657593
"firefox","go","spectral_norm",1666792240.90942,1666792250.09887,9189.44239616394
"chrome","rust","mandelbrot",1666786001.55173,1666786004.41474,2863.01255226135
"chrome","rust","mandelbrot",1666786260.51664,1666786263.41373,2897.09043502808
"chrome","rust","mandelbrot",1666787390.69341,1666787394.03522,3341.81094169617
"chrome","rust","mandelbrot",1666788333.03634,1666788335.97311,2936.76805496216
"chrome","rust","mandelbrot",1666789391.67478,1666789394.87638,3201.60460472107
"chrome","rust","mandelbrot",1666789908.9832,1666789912.5438,3560.59908866882
"chrome","rust","mandelbrot",1666789991.12231,1666789994.45803,3335.71720123291
"chrome","rust","mandelbrot",1666790155.591,1666790158.90503,3314.03017044067
"chrome","rust","mandelbrot",1666792327.25276,1666792330.00098,2748.21400642395
"chrome","rust","mandelbrot",1666792509.83739,1666792512.66449,2827.10027694702
"firefox","rust","mandelbrot",1666785430.18081,1666785433.60138,3420.57394981384
"firefox","rust","mandelbrot",1666785510.42324,1666785513.69455,3271.30508422852
"firefox","rust","mandelbrot",1666785838.13161,1666785841.6179,3486.28830909729
"firefox","rust","mandelbrot",1666786788.08389,1666786791.44861,3364.71581459045
"firefox","rust","mandelbrot",1666788652.11057,1666788655.66923,3558.6678981781
"firefox","rust","mandelbrot",1666788980.22092,1666788983.53964,3318.72010231018
"firefox","rust","mandelbrot",1666789473.39087,1666789476.46304,3072.17073440552
"firefox","rust","mandelbrot",1666789556.32402,1666789559.31803,2994.00544166565
"firefox","rust","mandelbrot",1666792077.13795,1666792080.32234,3184.38863754272
"firefox","rust","mandelbrot",1666792669.86822,1666792673.15958,3291.36562347412
