datetime,cpu,mem
Fri Oct 28 22:21:20 GMT 2022,87,1289148
Fri Oct 28 22:21:22 GMT 2022,22,1290890
Fri Oct 28 22:21:25 GMT 2022,22,1338825
Fri Oct 28 22:21:28 GMT 2022,95,1346582
Fri Oct 28 22:21:31 GMT 2022,95,1369446
Fri Oct 28 22:21:33 GMT 2022,96,1319614
Fri Oct 28 22:21:36 GMT 2022,96,1324732
Fri Oct 28 22:21:38 GMT 2022,89,1332698
Fri Oct 28 22:21:41 GMT 2022,89,1339932
Fri Oct 28 22:21:43 GMT 2022,79,1338576
Fri Oct 28 22:21:46 GMT 2022,79,1339373
Fri Oct 28 22:21:48 GMT 2022,80,1340516
Fri Oct 28 22:21:51 GMT 2022,80,1340010
Fri Oct 28 22:21:53 GMT 2022,78,1339327
Fri Oct 28 22:21:56 GMT 2022,78,1334565
Fri Oct 28 22:21:59 GMT 2022,56,1329987
Fri Oct 28 22:22:01 GMT 2022,56,1331497
Fri Oct 28 22:22:04 GMT 2022,55,1330195
Fri Oct 28 22:22:06 GMT 2022,55,1331685
Fri Oct 28 22:22:09 GMT 2022,53,1330355
Fri Oct 28 22:22:11 GMT 2022,53,1331965
Fri Oct 28 22:22:14 GMT 2022,53,1331185
Fri Oct 28 22:22:16 GMT 2022,53,1333466
Fri Oct 28 22:22:19 GMT 2022,62,1332480
Fri Oct 28 22:22:21 GMT 2022,62,1333266
Fri Oct 28 22:22:24 GMT 2022,60,1335886
Fri Oct 28 22:22:27 GMT 2022,60,1331011
Fri Oct 28 22:22:29 GMT 2022,58,1328193
Fri Oct 28 22:22:32 GMT 2022,58,1329638
Fri Oct 28 22:22:34 GMT 2022,57,1329846
Fri Oct 28 22:22:37 GMT 2022,57,1331197
Fri Oct 28 22:22:39 GMT 2022,58,1328591
Fri Oct 28 22:22:42 GMT 2022,58,1330189
Fri Oct 28 22:22:44 GMT 2022,57,1324074
Fri Oct 28 22:22:47 GMT 2022,57,1326629
Fri Oct 28 22:22:49 GMT 2022,57,1324720
Fri Oct 28 22:22:52 GMT 2022,57,1327073
Fri Oct 28 22:22:54 GMT 2022,55,1325707
Fri Oct 28 22:22:57 GMT 2022,55,1327193
Fri Oct 28 22:22:59 GMT 2022,54,1325863
Fri Oct 28 22:23:02 GMT 2022,54,1327365
Fri Oct 28 22:23:04 GMT 2022,54,1326135
Fri Oct 28 22:23:07 GMT 2022,54,1327305
Fri Oct 28 22:23:10 GMT 2022,53,1326083
Fri Oct 28 22:23:12 GMT 2022,53,1327541
Fri Oct 28 22:23:15 GMT 2022,53,1326219
Fri Oct 28 22:23:17 GMT 2022,53,1327733
Fri Oct 28 22:23:20 GMT 2022,54,1326413
Fri Oct 28 22:23:22 GMT 2022,54,1327871
Fri Oct 28 22:23:25 GMT 2022,54,1326573
Fri Oct 28 22:23:27 GMT 2022,54,1328055
Fri Oct 28 22:23:30 GMT 2022,53,1326849
Fri Oct 28 22:23:32 GMT 2022,53,1328315
Fri Oct 28 22:23:35 GMT 2022,54,1327094
