datetime,cpu,mem
Sat Oct 29 00:27:34 GMT 2022,39,1235935
Sat Oct 29 00:27:36 GMT 2022,-1,1233619
Sat Oct 29 00:27:37 GMT 2022,-1,1269307
Sat Oct 29 00:27:38 GMT 2022,-1,1269395
Sat Oct 29 00:27:40 GMT 2022,-1,1270117
Sat Oct 29 00:27:42 GMT 2022,2.1,1273356
Sat Oct 29 00:27:44 GMT 2022,2.1,1272992
Sat Oct 29 00:27:46 GMT 2022,2.1,1276326
Sat Oct 29 00:27:48 GMT 2022,-349.1,1259831
Sat Oct 29 00:27:50 GMT 2022,-349.1,1259887
Sat Oct 29 00:27:52 GMT 2022,-349.1,1261332
Sat Oct 29 00:27:54 GMT 2022,37,1260071
Sat Oct 29 00:27:55 GMT 2022,37,1260235
Sat Oct 29 00:27:57 GMT 2022,37,1261496
Sat Oct 29 00:27:59 GMT 2022,1.6,1260248
Sat Oct 29 00:28:01 GMT 2022,1.6,1260390
Sat Oct 29 00:28:03 GMT 2022,1.6,1261895
Sat Oct 29 00:28:05 GMT 2022,0.6,1260650
Sat Oct 29 00:28:07 GMT 2022,0.6,1260714
Sat Oct 29 00:28:09 GMT 2022,0.6,1262103
Sat Oct 29 00:28:11 GMT 2022,41,1260839
Sat Oct 29 00:28:13 GMT 2022,41,1260895
Sat Oct 29 00:28:15 GMT 2022,41,1262304
Sat Oct 29 00:28:18 GMT 2022,1.7,1261043
Sat Oct 29 00:28:19 GMT 2022,1.7,1261199
Sat Oct 29 00:28:21 GMT 2022,1.7,1262456
Sat Oct 29 00:28:23 GMT 2022,34,1261315
Sat Oct 29 00:28:26 GMT 2022,34,1261403
Sat Oct 29 00:28:28 GMT 2022,34,1262856
Sat Oct 29 00:28:29 GMT 2022,0.6,1260311
Sat Oct 29 00:28:32 GMT 2022,0.6,1261988
Sat Oct 29 00:28:34 GMT 2022,0.6,1263326
Sat Oct 29 00:28:36 GMT 2022,2,1262273
Sat Oct 29 00:28:39 GMT 2022,2,1273501
Sat Oct 29 00:28:41 GMT 2022,2,1264877
Sat Oct 29 00:28:43 GMT 2022,0.8,1265289
Sat Oct 29 00:28:45 GMT 2022,0.8,1264744
Sat Oct 29 00:28:48 GMT 2022,0.8,1262762
Sat Oct 29 00:28:50 GMT 2022,1.9,1261393
Sat Oct 29 00:28:52 GMT 2022,1.9,1258589
Sat Oct 29 00:28:54 GMT 2022,1.9,1260028
Sat Oct 29 00:28:56 GMT 2022,39,1255488
Sat Oct 29 00:28:59 GMT 2022,39,1254158
Sat Oct 29 00:29:01 GMT 2022,39,1257113
Sat Oct 29 00:29:03 GMT 2022,41,1253312
Sat Oct 29 00:29:06 GMT 2022,41,1250671
Sat Oct 29 00:29:07 GMT 2022,41,1254809
Sat Oct 29 00:29:10 GMT 2022,37,1253584
Sat Oct 29 00:29:12 GMT 2022,37,1253636
Sat Oct 29 00:29:14 GMT 2022,37,1255017
Sat Oct 29 00:29:16 GMT 2022,0.7,1253768
Sat Oct 29 00:29:18 GMT 2022,0.7,1253856
Sat Oct 29 00:29:21 GMT 2022,0.7,1255233
Sat Oct 29 00:29:23 GMT 2022,1.7,1254236
Sat Oct 29 00:29:25 GMT 2022,1.7,1254120
Sat Oct 29 00:29:27 GMT 2022,1.7,1255545
Sat Oct 29 00:29:29 GMT 2022,36,1254308
Sat Oct 29 00:29:32 GMT 2022,36,1254362
Sat Oct 29 00:29:34 GMT 2022,36,1255931
Sat Oct 29 00:29:36 GMT 2022,0.7,1254750
Sat Oct 29 00:29:38 GMT 2022,0.7,1255206
Sat Oct 29 00:29:40 GMT 2022,0.7,1257438
