datetime,cpu,mem
Fri Oct 28 21:58:46 GMT 2022,0,1272955
Fri Oct 28 21:58:47 GMT 2022,0,1272924
Fri Oct 28 21:58:49 GMT 2022,0,1291525
Fri Oct 28 21:58:52 GMT 2022,0,1296656
Fri Oct 28 21:58:54 GMT 2022,106,1298745
Fri Oct 28 21:58:56 GMT 2022,106,1298759
Fri Oct 28 21:58:58 GMT 2022,106,1283582
Fri Oct 28 21:59:00 GMT 2022,0,1282354
Fri Oct 28 21:59:02 GMT 2022,0,1282398
Fri Oct 28 21:59:04 GMT 2022,0,1283929
Fri Oct 28 21:59:06 GMT 2022,32,1282563
Fri Oct 28 21:59:07 GMT 2022,32,1282611
Fri Oct 28 21:59:09 GMT 2022,32,1284081
Fri Oct 28 21:59:12 GMT 2022,0,1282903
Fri Oct 28 21:59:14 GMT 2022,0,1282858
Fri Oct 28 21:59:15 GMT 2022,0,1284356
Fri Oct 28 21:59:17 GMT 2022,36,1283038
Fri Oct 28 21:59:20 GMT 2022,36,1280664
Fri Oct 28 21:59:22 GMT 2022,36,1284461
Fri Oct 28 21:59:24 GMT 2022,0,1283211
Fri Oct 28 21:59:26 GMT 2022,0,1283271
Fri Oct 28 21:59:28 GMT 2022,0,1284701
Fri Oct 28 21:59:31 GMT 2022,0,1283607
Fri Oct 28 21:59:33 GMT 2022,0,1283671
Fri Oct 28 21:59:35 GMT 2022,0,1285173
Fri Oct 28 21:59:37 GMT 2022,0,1283759
Fri Oct 28 21:59:39 GMT 2022,0,1284298
Fri Oct 28 21:59:41 GMT 2022,0,1276668
Fri Oct 28 21:59:43 GMT 2022,0,1277127
Fri Oct 28 21:59:46 GMT 2022,0,1274400
Fri Oct 28 21:59:48 GMT 2022,0,1276456
Fri Oct 28 21:59:50 GMT 2022,41,1274760
Fri Oct 28 21:59:52 GMT 2022,41,1274826
Fri Oct 28 21:59:55 GMT 2022,41,1277280
Fri Oct 28 21:59:57 GMT 2022,41,1276249
Fri Oct 28 21:59:59 GMT 2022,41,1277792
Fri Oct 28 22:00:01 GMT 2022,41,1279241
Fri Oct 28 22:00:04 GMT 2022,44,1277672
Fri Oct 28 22:00:06 GMT 2022,44,1278167
Fri Oct 28 22:00:08 GMT 2022,44,1279889
Fri Oct 28 22:00:11 GMT 2022,40,1278171
Fri Oct 28 22:00:13 GMT 2022,40,1278423
Fri Oct 28 22:00:15 GMT 2022,40,1280029
Fri Oct 28 22:00:18 GMT 2022,39,1284889
Fri Oct 28 22:00:20 GMT 2022,39,1279035
Fri Oct 28 22:00:22 GMT 2022,39,1280493
Fri Oct 28 22:00:25 GMT 2022,39,1279127
Fri Oct 28 22:00:27 GMT 2022,39,1279175
Fri Oct 28 22:00:29 GMT 2022,39,1280665
Fri Oct 28 22:00:32 GMT 2022,38,1279403
Fri Oct 28 22:00:34 GMT 2022,38,1279515
Fri Oct 28 22:00:36 GMT 2022,38,1281005
Fri Oct 28 22:00:38 GMT 2022,38,1279827
Fri Oct 28 22:00:41 GMT 2022,38,1279755
Fri Oct 28 22:00:43 GMT 2022,38,1281285
Fri Oct 28 22:00:45 GMT 2022,37,1279949
Fri Oct 28 22:00:48 GMT 2022,37,1280133
Fri Oct 28 22:00:50 GMT 2022,37,1282051
Fri Oct 28 22:00:52 GMT 2022,39,1280697
Fri Oct 28 22:00:55 GMT 2022,39,1280865
Fri Oct 28 22:00:57 GMT 2022,39,1282499
Fri Oct 28 22:00:59 GMT 2022,0,1281278
Fri Oct 28 22:01:01 GMT 2022,0,1281539
