Time  [ms],Memory Usage [KB],Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta),Time  [ms],CPU Load [%]
27,2586736,31,3080442,1705037,35,48
129,2567572,133,3439154,2063749,137,55
228,2579244,232,2625375,1249970,235,42
329,2597788,333,3581881,2206476,338,66
429,2612036,433,4226722,2851317,437,53
530,2620496,533,4191339,2815934,537,60
630,2628248,633,3379236,2003831,637,45
731,2637164,734,3124679,1749274,737,51
832,2641104,834,2101412,726007,837,41
933,2646684,941,3359356,1983951,958,44
1034,2653236,1041,2745798,1370393,1050,41
1134,2660104,1142,2816030,1440625,1147,45
1235,2582800,1243,2839009,1463604,1250,40
1336,2582408,1345,2400164,1024759,1349,34
1435,2582408,1437,2163258,787853,1440,30
1535,2582656,1538,2262464,887059,,
