Time  [ms],Memory Usage [KB],Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta),Time  [ms],CPU Load [%]
42,2712728,46,4705856,3422330,51,75
143,2711828,148,5753197,4469671,152,75
243,2699088,247,5476294,4192768,251,71
343,2691900,348,5206268,3922742,352,65
444,2701092,448,4013442,2729916,451,59
495,2710772,499,3542185,2258659,502,51
596,2710368,599,3346917,2063391,601,44
696,2712416,698,2676834,1393308,701,39
796,2711596,798,2924056,1640530,801,41
897,2710924,900,3020231,1736705,903,47
997,2710500,1000,2910329,1626803,1002,44
1097,2712232,1100,2781648,1498122,,
