Time  [ms],Memory Usage [KB],Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta),Time  [ms],CPU Load [%]
28,2590356,37,3863484,2287282,42,70
128,2600336,132,5248934,3672732,136,77
227,2613552,231,5243733,3667531,237,69
328,2607720,331,4615669,3039467,335,54
428,2619124,431,4309705,2733503,435,63
529,2621332,531,2876535,1300333,534,42
629,2626592,631,2238484,662282,634,36
729,2631604,731,2631076,1054874,734,40
832,2636864,835,3064046,1487844,838,48
933,2642568,935,2921819,1345617,938,43
1033,2647776,1036,2776741,1200539,1038,44
1133,2653480,1136,3137422,1561220,1139,46
1234,2661232,1237,3264721,1688519,1239,45
1334,2665448,1337,2867309,1291107,1339,41
1434,2586768,1437,2106191,529989,1440,27
1535,2586852,1537,1518211,0,1540,29
1636,2597740,1640,3067854,1491652,,
