datetime,cpu,mem
Fri Oct 28 21:17:57 GMT 2022,0,1262791
Fri Oct 28 21:17:59 GMT 2022,0,1182515
Fri Oct 28 21:18:00 GMT 2022,0,1257117
Fri Oct 28 21:18:02 GMT 2022,0,1257593
Fri Oct 28 21:18:03 GMT 2022,0,1257915
Fri Oct 28 21:18:05 GMT 2022,0,1248972
Fri Oct 28 21:18:07 GMT 2022,0,1248932
Fri Oct 28 21:18:09 GMT 2022,0,1264923
Fri Oct 28 21:18:11 GMT 2022,0,1264099
Fri Oct 28 21:18:13 GMT 2022,0,1263156
Fri Oct 28 21:18:16 GMT 2022,0,1264770
Fri Oct 28 21:18:18 GMT 2022,48,1263436
Fri Oct 28 21:18:20 GMT 2022,48,1262952
Fri Oct 28 21:18:22 GMT 2022,48,1264398
Fri Oct 28 21:18:24 GMT 2022,47,1263641
Fri Oct 28 21:18:27 GMT 2022,47,1263729
Fri Oct 28 21:18:29 GMT 2022,47,1278338
Fri Oct 28 21:18:31 GMT 2022,47,1304914
Fri Oct 28 21:18:33 GMT 2022,47,1343540
Fri Oct 28 21:18:36 GMT 2022,47,1342798
Fri Oct 28 21:18:38 GMT 2022,41,1341572
Fri Oct 28 21:18:41 GMT 2022,41,1305324
Fri Oct 28 21:18:43 GMT 2022,41,1315738
Fri Oct 28 21:18:45 GMT 2022,35,1323120
Fri Oct 28 21:18:48 GMT 2022,35,1331068
Fri Oct 28 21:18:50 GMT 2022,35,1295762
Fri Oct 28 21:18:53 GMT 2022,27,1294316
Fri Oct 28 21:18:54 GMT 2022,27,1304668
Fri Oct 28 21:18:56 GMT 2022,27,1319698
Fri Oct 28 21:18:58 GMT 2022,34,1333104
Fri Oct 28 21:19:01 GMT 2022,34,1354592
Fri Oct 28 21:19:03 GMT 2022,34,1356362
Fri Oct 28 21:19:05 GMT 2022,0,1317504
Fri Oct 28 21:19:07 GMT 2022,0,1317572
Fri Oct 28 21:19:09 GMT 2022,0,1310570
Fri Oct 28 21:19:11 GMT 2022,16,1308804
Fri Oct 28 21:19:13 GMT 2022,16,1295468
Fri Oct 28 21:19:15 GMT 2022,16,1296458
Fri Oct 28 21:19:17 GMT 2022,15,1295144
Fri Oct 28 21:19:19 GMT 2022,15,1295240
Fri Oct 28 21:19:20 GMT 2022,15,1296730
Fri Oct 28 21:19:22 GMT 2022,14,1295476
Fri Oct 28 21:19:24 GMT 2022,14,1295792
Fri Oct 28 21:19:26 GMT 2022,14,1297246
Fri Oct 28 21:19:28 GMT 2022,15,1295972
Fri Oct 28 21:19:30 GMT 2022,15,1295860
Fri Oct 28 21:19:32 GMT 2022,15,1296766
Fri Oct 28 21:19:34 GMT 2022,15,1295512
Fri Oct 28 21:19:36 GMT 2022,15,1295360
Fri Oct 28 21:19:37 GMT 2022,15,1296906
Fri Oct 28 21:19:39 GMT 2022,14,1295572
Fri Oct 28 21:19:41 GMT 2022,14,1295772
Fri Oct 28 21:19:43 GMT 2022,14,1297190
Fri Oct 28 21:19:45 GMT 2022,15,1295940
Fri Oct 28 21:19:47 GMT 2022,15,1296256
Fri Oct 28 21:19:49 GMT 2022,15,1297802
Fri Oct 28 21:19:51 GMT 2022,15,1296756
Fri Oct 28 21:19:52 GMT 2022,15,1296904
Fri Oct 28 21:19:54 GMT 2022,15,1298398
Fri Oct 28 21:19:56 GMT 2022,14,1297136
Fri Oct 28 21:19:58 GMT 2022,14,1297408
Fri Oct 28 21:20:00 GMT 2022,14,1296662
Fri Oct 28 21:20:02 GMT 2022,15,1295208
Fri Oct 28 21:20:04 GMT 2022,15,1290620
Fri Oct 28 21:20:06 GMT 2022,15,1291990
Fri Oct 28 21:20:08 GMT 2022,0,1290676
Fri Oct 28 21:20:09 GMT 2022,0,1290748
Fri Oct 28 21:20:11 GMT 2022,0,1292330
Fri Oct 28 21:20:13 GMT 2022,0,1290140
Fri Oct 28 21:20:15 GMT 2022,0,1290200
Fri Oct 28 21:20:17 GMT 2022,0,1291698
Fri Oct 28 21:20:19 GMT 2022,14,1290344
Fri Oct 28 21:20:20 GMT 2022,14,1290440
Fri Oct 28 21:20:22 GMT 2022,14,1291918
Fri Oct 28 21:20:24 GMT 2022,14,1290680
Fri Oct 28 21:20:26 GMT 2022,14,1290780
Fri Oct 28 21:20:28 GMT 2022,14,1292266
Fri Oct 28 21:20:30 GMT 2022,14,1290964
Fri Oct 28 21:20:32 GMT 2022,14,1291132
Fri Oct 28 21:20:33 GMT 2022,14,1292602
Fri Oct 28 21:20:35 GMT 2022,14,1291300
Fri Oct 28 21:20:37 GMT 2022,14,1291340
Fri Oct 28 21:20:39 GMT 2022,14,1292734
Fri Oct 28 21:20:41 GMT 2022,14,1291624
Fri Oct 28 21:20:42 GMT 2022,14,1291684
Fri Oct 28 21:20:44 GMT 2022,14,1293066
Fri Oct 28 21:20:46 GMT 2022,13,1291772
Fri Oct 28 21:20:48 GMT 2022,13,1291840
Fri Oct 28 21:20:50 GMT 2022,13,1293302
Fri Oct 28 21:20:51 GMT 2022,14,1292048
Fri Oct 28 21:20:53 GMT 2022,14,1292152
Fri Oct 28 21:20:55 GMT 2022,14,1293670
Fri Oct 28 21:20:57 GMT 2022,14,1292348
Fri Oct 28 21:20:58 GMT 2022,14,1289925
Fri Oct 28 21:21:00 GMT 2022,14,1293930
Fri Oct 28 21:21:02 GMT 2022,15,1292516
Fri Oct 28 21:21:04 GMT 2022,15,1292688
Fri Oct 28 21:21:06 GMT 2022,15,1294214
Fri Oct 28 21:21:07 GMT 2022,14,1292888
Fri Oct 28 21:21:09 GMT 2022,14,1293032
Fri Oct 28 21:21:11 GMT 2022,14,1294383
