datetime,cpu,mem
Fri Oct 28 20:57:31 GMT 2022,48,1260589
Fri Oct 28 20:57:32 GMT 2022,0,1259335
Fri Oct 28 20:57:34 GMT 2022,0,1243438
Fri Oct 28 20:57:35 GMT 2022,0,1249390
Fri Oct 28 20:57:37 GMT 2022,0,1249547
Fri Oct 28 20:57:38 GMT 2022,0,1240130
Fri Oct 28 20:57:41 GMT 2022,0,1240150
Fri Oct 28 20:57:43 GMT 2022,0,1256561
Fri Oct 28 20:57:45 GMT 2022,0,1255670
Fri Oct 28 20:57:47 GMT 2022,0,1254784
Fri Oct 28 20:57:49 GMT 2022,0,1256289
Fri Oct 28 20:57:52 GMT 2022,48,1255007
Fri Oct 28 20:57:54 GMT 2022,48,1254667
Fri Oct 28 20:57:56 GMT 2022,48,1255941
Fri Oct 28 20:57:58 GMT 2022,48,1255264
Fri Oct 28 20:58:01 GMT 2022,48,1255396
Fri Oct 28 20:58:03 GMT 2022,48,1257218
Fri Oct 28 20:58:05 GMT 2022,47,1278329
Fri Oct 28 20:58:08 GMT 2022,47,1274651
Fri Oct 28 20:58:10 GMT 2022,37,1271101
Fri Oct 28 20:58:13 GMT 2022,37,1272591
Fri Oct 28 20:58:15 GMT 2022,19,1271277
Fri Oct 28 20:58:17 GMT 2022,19,1271313
Fri Oct 28 20:58:19 GMT 2022,19,1272835
Fri Oct 28 20:58:21 GMT 2022,0,1271401
Fri Oct 28 20:58:23 GMT 2022,0,1271477
Fri Oct 28 20:58:25 GMT 2022,0,1272735
Fri Oct 28 20:58:27 GMT 2022,16,1273405
Fri Oct 28 20:58:29 GMT 2022,16,1281605
Fri Oct 28 20:58:30 GMT 2022,16,1307609
Fri Oct 28 20:58:32 GMT 2022,0,1366375
Fri Oct 28 20:58:35 GMT 2022,0,1392435
Fri Oct 28 20:58:37 GMT 2022,0,1394213
Fri Oct 28 20:58:40 GMT 2022,43,1378135
Fri Oct 28 20:58:42 GMT 2022,43,1317115
Fri Oct 28 20:58:45 GMT 2022,43,1326401
Fri Oct 28 20:58:47 GMT 2022,35,1319287
Fri Oct 28 20:58:50 GMT 2022,35,1284971
Fri Oct 28 20:58:52 GMT 2022,35,1286201
Fri Oct 28 20:58:54 GMT 2022,0,1284527
Fri Oct 28 20:58:56 GMT 2022,0,1284671
Fri Oct 28 20:58:58 GMT 2022,0,1286453
Fri Oct 28 20:59:00 GMT 2022,14,1285131
Fri Oct 28 20:59:02 GMT 2022,14,1285243
Fri Oct 28 20:59:04 GMT 2022,14,1286829
Fri Oct 28 20:59:06 GMT 2022,15,1284771
Fri Oct 28 20:59:08 GMT 2022,15,1284827
Fri Oct 28 20:59:09 GMT 2022,15,1286097
Fri Oct 28 20:59:11 GMT 2022,14,1284999
Fri Oct 28 20:59:13 GMT 2022,14,1285131
Fri Oct 28 20:59:15 GMT 2022,14,1286625
Fri Oct 28 20:59:17 GMT 2022,15,1285375
Fri Oct 28 20:59:19 GMT 2022,15,1285515
Fri Oct 28 20:59:21 GMT 2022,15,1287001
Fri Oct 28 20:59:23 GMT 2022,14,1285679
Fri Oct 28 20:59:25 GMT 2022,14,1285751
Fri Oct 28 20:59:27 GMT 2022,14,1287241
Fri Oct 28 20:59:29 GMT 2022,14,1286055
Fri Oct 28 20:59:31 GMT 2022,14,1286399
Fri Oct 28 20:59:32 GMT 2022,14,1287933
Fri Oct 28 20:59:34 GMT 2022,14,1286583
Fri Oct 28 20:59:36 GMT 2022,14,1286747
Fri Oct 28 20:59:38 GMT 2022,14,1288113
Fri Oct 28 20:59:40 GMT 2022,14,1284639
Fri Oct 28 20:59:42 GMT 2022,14,1284575
Fri Oct 28 20:59:44 GMT 2022,14,1285983
