Time  [ms],Memory Usage [KB],Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta),Time  [ms],CPU Load [%]
26,2559128,36,2755612,1481406,40,54
126,2572860,130,4177412,2903206,135,50
226,2585216,231,3001865,1727659,234,47
327,2575336,331,3455169,2180963,334,61
427,2590956,431,4218170,2943964,435,58
528,2599636,531,4165803,2891597,534,58
629,2609376,632,4022107,2747901,636,53
729,2616220,731,2501895,1227689,733,46
829,2574860,832,1819267,545061,834,33
930,2575372,932,2355355,1081149,935,35
1030,2575992,1033,2084680,810474,1035,31
1132,2576344,1140,2064639,790433,1147,35
1232,2576596,1240,2186530,912324,1248,29
1332,2576596,1340,1892557,618351,1347,29
1433,2576380,1446,2014448,740242,1454,27
1534,2576876,1542,2276804,1002598,1548,37
1633,2575848,1636,2570778,1296572,1638,40
1734,2575848,1736,2068578,794372,1740,30
1834,2576048,1837,2322280,1048074,1844,31
1886,2576292,1894,2043436,769230,1900,33
1985,2576344,1988,1942692,668486,1991,32
2085,2576468,2088,2278971,1004765,2092,35
2186,2578224,2189,2254511,980305,2192,36
2286,2583292,2289,2239398,965192,,
