Time  [ms],Memory Usage [KB],Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta),Time  [ms],CPU Load [%]
78,2624456,81,5240842,3451117,0,59
178,2629688,181,4180342,2390617,84,82
278,2578420,281,2691487,901762,184,50
379,2578680,381,1530960,0,284,34
481,2579208,493,1382299,0,384,23
582,2579256,591,1305649,0,503,28
682,2580000,692,1375598,0,602,25
783,2580248,793,1356945,0,702,30
883,2578760,891,2013344,223619,802,30
985,2578848,993,1693616,0,898,34
1084,2578928,1091,2086149,296424,1002,29
1185,2578928,1192,1569500,0,1098,26
1286,2578980,1295,1714124,0,1201,25
1385,2579340,1393,1930670,140945,1306,32
1485,2579340,1488,1401083,0,1400,23
1585,2579392,1588,1329358,0,1490,32
1685,2579196,1688,1282660,0,1590,22
1786,2579196,1789,1337008,0,1691,24
1888,2579444,1891,1246875,0,1792,26
1988,2579248,1991,1253946,0,1894,26
2093,2579384,2107,1325414,0,1993,25
2191,2579384,2200,1523757,0,2121,31
2292,2579684,2300,1487642,0,2207,32
2393,2579684,2403,1238031,0,2307,28
2493,2579932,2505,1356945,0,2412,26
2593,2579932,2603,1326633,0,2514,27
2693,2580140,2701,1838799,49074,2613,29
2793,2580856,2798,1713304,0,2707,30
2894,2580660,2899,1849536,59811,2804,23
2994,2580464,3000,1785005,0,2905,27
3095,2580332,3100,1799345,9620,3006,26
3195,2580580,3202,1529604,0,3107,24
3297,2584768,3306,1800258,10533,3209,26
3397,2583288,3405,2064639,274914,3315,29
3498,2583144,3505,1830289,40564,3413,32
3598,2582948,3606,1741985,0,3513,24
3698,2583248,3706,1892557,102832,3614,22
3799,2583300,3807,1914067,124342,3714,27
3899,2583548,3907,1842366,52641,3815,28
4000,2582904,4008,2236721,446996,3915,26
4099,2584184,4102,3323638,1533913,4016,36
4199,2586520,4202,3778999,1989274,4104,49
4299,2598996,4302,4495334,2705609,4205,59
4400,2609644,4404,5247639,3457914,4306,74
4500,2607396,4504,6013022,4223297,4407,92
4601,2595108,4604,4427811,2638086,4507,80
4701,2590828,4704,3201953,1412228,4606,43
4802,2590264,4805,3712999,1923274,4706,51
4905,2599288,4913,3466866,1677141,4808,51
5004,2593272,5007,3173066,1383341,4918,50
5105,2597644,5107,3310973,1521248,5009,47
5207,2599484,5213,2246886,457161,5110,45
5305,2600248,5308,1800048,10323,5221,31
5406,2601732,5409,1898258,108533,5311,31
