Time  [ms],Memory Usage [KB],Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta),Time  [ms],CPU Load [%]
5,2609168,8,2926932,1127078,12,45
89,2617600,92,3736479,1936625,96,56
189,2596472,192,3457432,1657578,194,49
290,2619164,294,3731865,1932011,299,61
390,2633328,393,3931453,2131599,396,53
491,2644664,495,4143999,2344145,499,58
592,2655416,596,4008735,2208881,602,74
692,2659700,694,4390546,2590692,697,59
792,2666892,795,3837480,2037626,798,37
893,2627348,895,2968071,1168217,898,46
994,2611720,998,1713304,0,1001,30
1094,2611772,1097,2198727,398873,1099,29
1196,2612020,1205,2122304,322450,1211,32
1297,2612792,1305,2420500,620646,1311,36
1398,2613044,1407,2523144,723290,1413,35
1496,2613028,1499,2262464,462610,1502,34
1596,2613524,1600,2548974,749120,1603,37
1697,2612440,1700,2299783,499929,1703,39
1797,2612492,1799,2486544,686690,1802,30
1898,2612296,1900,2285443,485589,1903,35
1999,2612348,2004,2244685,444831,2010,30
2101,2612656,2109,2332195,532341,2112,36
2200,2612460,2203,2199402,399548,2205,34
2300,2612672,2303,1785183,0,2306,31
2401,2612436,2403,1837698,37844,2406,36
2500,2612436,2503,2372930,573076,2505,32
2601,2614156,2604,2329932,530078,2606,35
2702,2613372,2704,1923206,123352,2707,30
2802,2613176,2805,2854644,1054790,2807,39
2903,2613176,2905,2742860,943006,2908,43
3003,2613212,3006,2324645,524791,3008,32
3105,2613268,3113,2404397,604543,3126,33
3205,2613268,3213,1949917,150063,3220,31
3306,2613412,3324,1815068,15214,3332,30
3406,2613616,3413,2238984,439130,3420,34
3506,2613732,3513,2150680,350826,3520,32
3607,2613536,3614,2172190,372336,3620,34
3708,2613748,3715,2200871,401017,3720,32
3809,2613996,3817,2086149,286295,3821,28
3909,2613996,3914,2078979,279125,3920,32
4010,2614216,4018,1850179,50325,4026,33
4110,2614216,4118,2256763,456909,4122,33
4210,2614020,4212,1813864,14010,4215,32
4310,2614280,4313,1926923,127069,4316,30
4410,2611836,4413,2504278,704424,4415,38
4511,2611836,4513,2091850,291996,4516,30
4612,2612324,4615,1865846,65992,4618,28
4713,2612128,,,,,
