Time  [ms],Memory Usage [KB],Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta),Time  [ms],CPU Load [%]
29,2594168,32,4924397,3366061,36,72
130,2603660,132,5463242,3904906,135,74
230,2613592,233,4278207,2719871,235,40
331,2627884,334,2615942,1057606,337,40
433,2638352,440,1576636,18300,447,31
533,2644116,,,,,
