Time  [ms],Memory Usage [KB],Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta),Time  [ms],CPU Load [%]
4,2682548,8,4462027,2899543,12,58
83,2681164,86,4502284,2939800,88,67
184,2682192,187,2657187,1094703,189,27
285,2682856,292,1783777,221293,299,28
386,2683336,392,1772430,209946,398,28
486,2683868,493,1798182,235698,500,28
587,2683920,593,1604409,41925,601,25
687,2684416,693,1680185,117701,699,25
788,2684468,795,1459786,0,802,25
889,2684768,895,1504669,0,902,23
989,2685264,998,1355059,0,1006,23
1090,2685512,1097,1649293,86809,1104,24
1190,2686008,1198,1574487,12003,1205,26
1291,2686308,1300,1550022,0,1309,33
1392,2686720,1402,1451526,0,1410,29
1493,2686968,1502,1481075,0,1512,30
1593,2685204,1600,1948513,386029,1607,34
1695,2685204,1705,1458093,0,1713,28
1795,2685204,1803,1435110,0,1811,27
1896,2685204,1905,1425261,0,1914,27
1997,2685440,2005,1441677,0,2014,28
2097,2685244,2105,1604409,41925,2112,28
2198,2685492,2207,1369446,0,2216,26
2298,2685740,2306,1421978,0,2316,30
2398,2685652,2405,1813864,251380,2412,25
2499,2685652,2508,1362880,0,2519,26
2600,2685704,2610,1331297,0,2620,28
2701,2685756,2711,1292077,0,2723,28
2800,2686556,2805,2064639,502155,2810,25
2901,2686164,2907,1727644,165160,2913,23
3002,2686164,3009,1835196,272712,3016,28
3103,2686376,3109,1770665,208181,3116,25
3203,2686376,3209,1763495,201011,3215,26
3304,2690324,3312,1991469,428985,3320,26
3405,2690500,3412,1763495,201011,3419,24
3506,2690672,3516,1520292,0,3524,22
3606,2690920,3615,1609396,46912,3624,26
3707,2690972,3717,1609396,46912,3728,27
3809,2691220,3822,1308277,0,3834,26
3909,2691220,3922,1329437,0,3935,25
4009,2691092,4017,2057101,494617,4026,38
4109,2691268,4117,1806515,244031,4125,24
4210,2691072,4219,1382759,0,4229,28
4310,2690144,4319,3081323,1518839,4324,46
4409,2691168,4412,3450349,1887865,4415,56
4511,2693824,4515,2769277,1206793,4518,43
4613,2707040,4621,4256958,2694474,4625,73
4720,2707636,4724,5466139,3903655,4727,89
4813,2706824,4817,5500332,3937848,4819,75
4913,2707020,4917,4938155,3375671,4920,70
5014,2706204,5017,4788487,3226003,5020,79
5114,2697360,5117,4095699,2533215,5119,44
5215,2699256,5217,2413536,851052,5220,30
5316,2696420,5323,2436015,873531,5331,39
5417,2697012,5425,2276804,714320,5434,30
5517,2696868,5526,1898258,335774,5534,25
5618,2697168,5625,2064639,502155,5633,30
5718,2697168,5726,1763495,201011,5734,25
5818,2697220,5826,1820856,258372,5835,26
5919,2697024,5926,1878216,315732,5932,26
6026,2697272,6042,1130192,0,6056,25
6122,2697520,6133,1462440,0,6142,27
6222,2697492,6233,1441677,0,6242,27
6323,2697616,6336,1331779,0,6347,28
6424,2697676,6435,1373193,0,6444,25
6524,2697676,6533,1624358,61874,6543,25
6625,2696748,6637,1412128,0,6647,29
6725,2697244,6736,1442918,0,6747,31
6827,2697492,6841,1334123,0,6854,27
6928,2697936,6941,1321970,0,6955,29
7027,2695388,7035,2135902,573418,7044,36
7128,2695636,7140,1417817,0,7153,27
7228,2695636,7239,1803890,241406,7247,36
