datetime,cpu,mem
Wed Oct 26 03:09:26 GMT 2022,52,1383119
Wed Oct 26 03:09:28 GMT 2022,7.3,1382270
Wed Oct 26 03:09:29 GMT 2022,7.3,1384695
Wed Oct 26 03:09:30 GMT 2022,7.3,1384775
Wed Oct 26 03:09:32 GMT 2022,7.3,1386892
Wed Oct 26 03:09:33 GMT 2022,56,1387745
Wed Oct 26 03:09:35 GMT 2022,56,1387873
Wed Oct 26 03:09:36 GMT 2022,56,1386053
Wed Oct 26 03:09:38 GMT 2022,56,1368126
Wed Oct 26 03:09:39 GMT 2022,34,1369186
Wed Oct 26 03:09:41 GMT 2022,34,1369314
Wed Oct 26 03:09:42 GMT 2022,34,1369126
Wed Oct 26 03:09:44 GMT 2022,34,1370705
Wed Oct 26 03:09:45 GMT 2022,29,1369358
Wed Oct 26 03:09:47 GMT 2022,29,1369454
Wed Oct 26 03:09:49 GMT 2022,29,1370873
Wed Oct 26 03:09:50 GMT 2022,55,1369546
Wed Oct 26 03:09:52 GMT 2022,55,1369583
Wed Oct 26 03:09:53 GMT 2022,55,1369497
Wed Oct 26 03:09:55 GMT 2022,55,1371072
Wed Oct 26 03:09:57 GMT 2022,0,1369641
Wed Oct 26 03:09:59 GMT 2022,0,1369849
Wed Oct 26 03:10:00 GMT 2022,0,1369937
Wed Oct 26 03:10:02 GMT 2022,0,1371740
Wed Oct 26 03:10:03 GMT 2022,32,1370218
Wed Oct 26 03:10:05 GMT 2022,32,1370478
Wed Oct 26 03:10:07 GMT 2022,32,1372221
Wed Oct 26 03:10:09 GMT 2022,32,1370666
Wed Oct 26 03:10:10 GMT 2022,32,1370562
Wed Oct 26 03:10:12 GMT 2022,32,1372181
Wed Oct 26 03:10:14 GMT 2022,34,1370742
Wed Oct 26 03:10:16 GMT 2022,34,1371006
Wed Oct 26 03:10:18 GMT 2022,34,1372313
Wed Oct 26 03:10:19 GMT 2022,32,1371002
Wed Oct 26 03:10:21 GMT 2022,32,1364784
Wed Oct 26 03:10:23 GMT 2022,32,1367751
Wed Oct 26 03:10:25 GMT 2022,36,1366389
Wed Oct 26 03:10:26 GMT 2022,36,1369878
Wed Oct 26 03:10:28 GMT 2022,36,1371541
Wed Oct 26 03:10:30 GMT 2022,35,1361774
