datetime,cpu,mem
Wed Oct 26 02:13:31 GMT 2022,5.4,1317116
Wed Oct 26 02:13:32 GMT 2022,-3.6,1316173
Wed Oct 26 02:13:33 GMT 2022,-3.6,1354296
Wed Oct 26 02:13:35 GMT 2022,-3.6,1354256
Wed Oct 26 02:13:36 GMT 2022,-3.6,1363565
Wed Oct 26 02:13:38 GMT 2022,44,1360826
Wed Oct 26 02:13:39 GMT 2022,44,1370413
Wed Oct 26 02:13:40 GMT 2022,44,1362033
Wed Oct 26 02:13:42 GMT 2022,44,1363027
Wed Oct 26 02:13:43 GMT 2022,33,1341053
Wed Oct 26 02:13:45 GMT 2022,33,1341169
Wed Oct 26 02:13:46 GMT 2022,33,1340761
Wed Oct 26 02:13:48 GMT 2022,33,1342244
Wed Oct 26 02:13:49 GMT 2022,29,1340649
Wed Oct 26 02:13:51 GMT 2022,29,1340709
Wed Oct 26 02:13:52 GMT 2022,29,1340937
Wed Oct 26 02:13:54 GMT 2022,29,1342476
Wed Oct 26 02:13:55 GMT 2022,29,1340972
Wed Oct 26 02:13:57 GMT 2022,29,1341223
Wed Oct 26 02:13:58 GMT 2022,29,1341143
Wed Oct 26 02:14:00 GMT 2022,29,1342746
Wed Oct 26 02:14:02 GMT 2022,0,1341419
Wed Oct 26 02:14:03 GMT 2022,0,1341368
Wed Oct 26 02:14:05 GMT 2022,0,1343111
Wed Oct 26 02:14:07 GMT 2022,0,1341520
Wed Oct 26 02:14:08 GMT 2022,0,1341657
Wed Oct 26 02:14:10 GMT 2022,0,1341585
Wed Oct 26 02:14:12 GMT 2022,0,1343240
Wed Oct 26 02:14:13 GMT 2022,0,1341889
Wed Oct 26 02:14:15 GMT 2022,0,1341817
Wed Oct 26 02:14:17 GMT 2022,0,1343340
Wed Oct 26 02:14:19 GMT 2022,32,1342021
Wed Oct 26 02:14:20 GMT 2022,32,1341881
Wed Oct 26 02:14:22 GMT 2022,32,1343412
Wed Oct 26 02:14:24 GMT 2022,33,1342065
Wed Oct 26 02:14:25 GMT 2022,33,1341681
Wed Oct 26 02:14:27 GMT 2022,33,1335757
Wed Oct 26 02:14:29 GMT 2022,37,1334524
Wed Oct 26 02:14:30 GMT 2022,37,1344856
Wed Oct 26 02:14:32 GMT 2022,37,1338396
Wed Oct 26 02:14:34 GMT 2022,36,1328044
Wed Oct 26 02:14:36 GMT 2022,36,1330496
