Time  [ms],Memory Usage [KB],Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta),Time  [ms],CPU Load [%]
31,2710396,40,2437951,1302562,46,47
132,2710360,136,3035452,1900063,139,53
231,2697212,233,3440829,2305440,236,43
331,2695340,336,3640711,2505322,340,62
431,2707552,435,3896691,2761302,439,56
532,2712788,536,4263834,3128445,540,59
633,2711096,635,3455256,2319867,638,45
733,2712000,735,2098988,963599,738,32
833,2710508,835,2671213,1535824,838,51
935,2709380,938,2930164,1794775,941,37
1035,2710064,1039,2941653,1806264,1041,47
1136,2709728,1139,2713179,1577790,1142,62
,,,,,,
