Time  [ms],Memory Usage [KB],Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta),Time  [ms],CPU Load [%]
33,2681444,36,4924016,3659674,39,57
133,2690264,137,4101566,2837224,140,69
233,2695620,236,5366887,4102545,238,74
334,2700912,336,3584487,2320145,339,40
434,2706856,436,2208041,943699,439,34
535,2710384,537,2294082,1029740,540,34
635,2706860,638,2588056,1323714,641,39
736,2641660,738,1835196,570854,741,26
836,2641712,839,1539578,275236,841,26
936,2641764,939,1303782,39440,942,22
1037,2642260,1040,1275578,11236,1044,25
1138,2642312,1141,2399691,1135349,1145,33
1242,2642308,1255,1540775,276433,1265,26
1340,2642540,1349,1659354,395012,1357,23
1441,2643036,1451,1392429,128087,1461,25
1541,2641272,1547,1992938,728596,1554,29
1642,2641568,1650,1785005,520663,1655,25
1742,2641568,1749,1609396,345054,1756,25
1844,2641568,1852,1372730,108388,1862,24
1944,2641816,1954,1484752,220410,1963,31
2046,2641816,2058,1236653,0,2070,25
2148,2641620,2161,1354802,90460,2170,27
2248,2641868,2257,1350881,86539,2266,28
2348,2642116,2357,1454810,190468,2367,28
2449,2641724,2460,1331297,66955,2470,25
2551,2641724,2564,1298966,34624,2574,32
2600,2641824,2610,1417568,153226,2621,27
2700,2643488,2707,1818851,554509,2713,31
2801,2641912,2808,1871046,606704,2815,30
2900,2642552,2906,1914067,649725,2912,25
3000,2642552,3003,1646208,381866,3006,28
3102,2642160,3108,1610118,345776,3115,26
3202,2642656,3209,1634332,369990,3216,25
3303,2646688,3309,1848840,584498,3316,29
3403,2646492,3409,1821059,556717,3414,28
3504,2646740,3510,1786924,522582,3517,30
3604,2646956,3610,1805375,541033,3615,28
3704,2646948,3710,2064639,800297,3715,28
3805,2647196,3811,1985768,721426,3815,30
3905,2647496,3911,1835196,570854,3917,26
4006,2647496,4012,1878216,613874,4019,29
4106,2647456,4116,2709947,1445605,4124,45
4207,2648804,4214,3025431,1761089,4222,46
4307,2654568,4317,3686962,2422620,4324,54
4410,2663352,4420,3546204,2281862,4425,71
4510,2662740,4513,5111174,3846832,4517,79
4612,2668672,4620,4648268,3383926,4625,74
4711,2659136,4715,4380584,3116242,4717,60
4812,2651820,4815,4248345,2984003,4817,53
4913,2664316,4916,3700334,2435992,4919,59
5013,2665620,5016,4180938,2916596,5018,54
5114,2653080,5117,2938422,1674080,5123,40
5215,2652884,5223,1988031,723689,5226,29
5315,2654676,5317,2745798,1481456,5320,41
5416,2660260,5419,2408803,1144461,5423,42
5517,2655020,5519,2554882,1290540,5522,35
5617,2655096,5619,1858001,593659,5622,18
5717,2655036,5720,1146686,0,5722,19
5817,2654776,5820,1209866,0,5824,27
5918,2655008,5921,1333768,69426,5924,26
6021,2655256,6033,1303720,39378,6045,27
6121,2654864,6130,1454313,189971,6139,20
6222,2654864,6231,1261633,0,6240,23
6323,2654864,6334,1238564,0,6344,26
6423,2654916,6433,1305649,41307,6443,23
6524,2650408,6535,1261347,0,6548,25
6625,2650928,6638,1248746,0,6649,26
6726,2651040,6740,1328389,64047,6752,29
6826,2651336,6837,1328965,64623,6848,30
6927,2651832,6939,1311189,46847,6951,27
7027,2651884,7037,1348092,83750,7049,26
7127,2651936,7137,1323482,59140,7147,23
7228,2652400,7237,1421978,157636,7249,27
7329,2650648,7340,1494208,229866,7350,30
7430,2650684,7443,1484853,220511,7454,24
7529,2650932,7540,1614384,350042,7550,28
7631,2650860,7641,1609396,345054,7652,25
7730,2655772,7737,1744046,479704,7744,29
7832,2652440,7840,1519712,255370,7848,20
7929,2651120,7932,1627263,362921,7934,24
8029,2651180,8032,1464773,200431,8035,25
8130,2651232,8132,1625713,361371,8135,25
8232,2651284,8238,1729806,465464,8245,26
8333,2651284,8340,1694897,430555,8347,27
8433,2651284,8439,1699163,434821,8446,30
8533,2651336,8539,1612435,348093,8546,25
8634,2651512,8640,1754020,489678,8647,28
8734,2651408,8740,1539578,275236,8747,25
8837,2651656,8843,1474747,210405,8850,24
8936,2649864,8943,2215211,950869,8951,36
9039,2650112,9049,1903367,639025,9059,26
9138,2650356,9146,1479734,215392,9155,25
9238,2650356,9247,1629345,365003,9256,29
9339,2650396,9347,1584461,320119,9356,25
9439,2650644,9449,1629345,365003,9458,25
9540,2650448,9550,1589448,325106,9560,26
9642,2650624,9656,1289327,24985,9670,27
9743,2650588,9756,1370935,106593,9769,28
9843,2648324,9854,1504058,239716,9864,30
9943,2648324,9954,1856471,592129,9964,29
10044,2648596,10054,1484721,220379,10064,28
10144,2648596,10155,1619371,355029,10166,28
10245,2648840,10255,1851958,587616,10265,28
10345,2648644,10355,1699163,434821,10365,29
10445,2648644,10454,1899727,635385,10457,26
10544,2649072,10547,1949917,685575,10553,26
10646,2648928,10656,1400073,135731,10667,28
10747,2649148,10757,1356945,92603,10767,27
10848,2649148,10857,1342955,78613,10867,28
10948,2649448,10958,1359277,94935,10968,28
11050,2649500,11059,1384349,120007,11069,27
11149,2649304,11159,1298654,34312,11169,26
11250,2649800,11261,1263409,0,11272,24
11352,2649852,11361,1325780,61438,11371,23
11451,2649656,11459,1322991,58649,11469,24
11552,2649904,11564,1193666,0,11576,25
11654,2649956,11668,1155675,0,11679,25
11752,2650140,11760,1448243,183901,11769,24
11852,2650192,11861,1619371,355029,11870,26
11952,2650440,11959,1524617,260275,11966,23
12053,2650244,12060,1494695,230353,12069,24
12154,2650296,12161,1417900,153558,12170,24
12255,2650596,12265,1356459,92117,12275,29
12355,2650148,12364,1589682,325340,12373,28
12456,2648292,12466,1768981,504639,12475,32
12557,2648524,12570,1547262,282920,12580,24
12659,2648600,12673,1389927,125585,12686,29
12760,2648600,12776,1263326,0,12789,28
12860,2648404,12873,1350881,86539,12887,28
12960,2648404,12974,1420606,156264,12988,26
13061,2648652,13075,1263679,0,13086,23
13162,2648900,13176,1324567,60225,13188,30
13263,2649200,13277,1303544,39202,13290,27
13363,2649252,13378,1301633,37291,13393,30
13463,2649056,13477,1356945,92603,13490,28
13564,2649108,13576,1353670,89328,13588,25
13665,2649096,13677,1392716,128374,13690,29
13766,2649344,13781,1259587,0,13796,26
13867,2649344,13881,1387256,122914,13896,28
13967,2646548,13983,1349950,85608,13996,29
14067,2646548,14078,1794637,530295,14089,29
14167,2646600,14176,1992938,728596,14184,30
14269,2647024,14278,1513907,249565,14289,29
14368,2646168,14375,1251074,0,14381,0
14469,2646516,14476,1126399,0,14483,28
14569,2646368,14577,1151334,0,14584,35
14670,2646540,14680,985269,0,14689,29
14771,2646788,14780,976550,0,14792,30
14871,2646880,14879,1295957,31615,14886,38
