Time  [ms],Memory Usage [KB],Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta),Time  [ms],CPU Load [%]
28,2556960,32,4661454,3116604,36,71
128,2556060,131,5427892,3883042,134,79
228,2514548,231,4871856,3327006,233,50
329,2514660,331,2288207,743357,334,32
430,2515188,437,1762320,217470,444,25
530,2515656,536,1598583,53733,542,22
581,2515880,587,1770038,225188,594,27
682,2516340,696,1359277,0,707,32
782,2515556,790,2038279,493429,798,34
883,2515352,891,1398995,0,900,25
984,2515352,994,1467942,0,1002,28
1085,2515752,1095,1350881,0,1104,26
1186,2515976,1197,1240475,0,1209,25
1286,2515800,1296,1331297,0,1306,29
1386,2515852,1397,1401246,0,1408,31
1488,2515852,1500,1222826,0,1511,25
1588,2516100,1599,1251942,0,1609,25
1688,2516152,1697,1320202,0,1706,25
1789,2515956,1800,1226373,0,1810,24
1890,2516008,1902,1251942,0,1914,23
1990,2516256,2000,1342955,0,,
