Time  [ms],Memory Usage [KB],Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta),Time  [ms],CPU Load [%]
37,2578484,41,5178702,3609457,45,65
89,2582316,92,4165129,2595884,95,65
189,2588320,192,4656927,3087682,194,67
291,2594820,297,3418644,1849399,304,40
392,2547520,399,2408803,839558,407,35
492,2547996,499,1749155,179910,508,26
591,2547996,597,1820856,251611,604,25
691,2548312,694,1278367,0,697,25
794,2548800,805,1338834,0,816,22
894,2549136,906,1269143,0,918,30
995,2549384,1005,1373266,0,1015,25
1095,2549680,1106,1309046,0,1115,25
1196,2550176,1208,1236653,0,1219,26
1298,2550228,1311,1246209,0,1323,25
1399,2550724,1411,1272737,0,1422,25
1498,2551488,1508,1360221,0,1519,26
1599,2551736,1610,1368603,0,1624,32
1698,2550024,1706,2033292,464047,1713,35
1800,2550324,1811,1467942,0,1821,27
1900,2550196,1910,1366163,0,1923,24
2000,2550196,,,,,
