Time  [ms],Memory Usage [KB],Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta),Time  [ms],CPU Load [%]
4,2618784,7,5266782,3651610,13,81
86,2624516,89,6093561,4478389,94,76
187,2635968,190,5062576,3447404,194,51
288,2641132,293,3754191,2139019,298,42
388,2648112,395,4183146,2567974,401,70
488,2654472,492,5541684,3926512,497,69
589,2606264,594,4495493,2880321,598,51
692,2606268,695,3088245,1473073,698,42
791,2606532,793,2912915,1297743,797,37
891,2606836,894,2279475,664303,897,27
992,2606836,995,2333285,718113,998,22
1092,2606836,1095,1726028,110856,1099,20
1193,2607088,1196,1578006,0,1199,24
1293,2606892,1296,1975412,360240,1300,21
1394,2607120,1397,1518710,0,1401,23
1495,2607472,1498,1901789,286617,1501,23
1596,2607544,1599,1766879,151707,1602,24
1697,2607740,1700,1767513,152341,1703,24
1798,2607596,1801,1681378,66206,1804,22
1900,2607832,1903,1437475,0,1905,21
2000,2607884,2003,1473105,0,2006,20
2101,2608184,2107,1472471,0,2110,29
2201,2608236,2203,2035804,420632,2206,19
2302,2608076,2305,1466763,0,2307,28
2403,2608376,2406,1670083,54911,2410,30
2504,2606420,2507,2284910,669738,2511,40
2605,2600396,2608,2622419,1007247,2612,33
2706,2596160,2709,2462789,847617,2712,34
2807,2597176,2809,2734761,1119589,2812,27
2908,2596940,2911,1981880,366708,2914,34
3008,2598444,3012,2364929,749757,3015,37
3109,2608684,3112,3424037,1808865,3115,32
3209,2613812,3212,2267351,652179,3215,27
3310,2614712,3312,924013,0,3315,22
3411,2619268,3414,1469387,0,3417,20
3512,2620560,,,,,
