Time  [ms],Memory Usage [KB],Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta),Time  [ms],CPU Load [%]
78,2563724,87,3902392,2413645,91,52
178,2575792,181,4811525,3322778,185,72
279,2530300,281,3634248,2145501,284,48
379,2530320,381,1926938,438191,384,26
479,2530820,482,1825802,337055,485,24
580,2530888,582,1398942,0,585,25
680,2531700,683,1260086,0,686,27
781,2532112,783,1163486,0,786,25
881,2532416,885,1161254,0,887,24
982,2532568,987,1167949,0,997,27
1084,2529740,1091,2135689,646942,1099,34
1185,2529740,1194,1367615,0,1204,28
1285,2529988,,,,,
