Time  [ms],Memory Usage [KB],Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta),Time  [ms],CPU Load [%]
33,2631076,37,4896383,3181991,40,71
134,2596988,137,4675285,2960893,140,60
234,2596400,237,2167482,453090,239,26
336,2596948,338,1419715,0,341,23
435,2596380,437,1639319,0,440,28
535,2596608,538,1699163,0,540,29
636,2596608,639,1253266,0,641,21
736,2596800,739,1298654,0,742,26
837,2596604,839,1222826,0,842,27
941,2596676,954,1231801,0,965,34
1040,2596680,1048,1595987,0,1057,29
1142,2596928,1155,1269806,0,1170,29
1243,2596732,1257,1271330,0,1270,30
1344,2596980,1356,1345287,0,1368,27
1444,2596784,,,,,
