Time  [ms],Memory Usage [KB],Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta),Time  [ms],CPU Load [%]
2,2620696,5,4981758,3400602,9,64
76,2625936,78,3543387,1962231,81,50
177,2629200,180,4700829,3119673,184,63
279,2634276,281,3779586,2198430,284,58
378,2639956,381,3175035,1593879,383,44
479,2646636,481,2258231,677075,484,34
579,2624876,582,2423143,841987,584,36
680,2588812,682,1641603,60447,685,23
780,2589060,783,1310349,0,785,24
881,2588864,883,1185566,0,886,24
981,2588864,984,1177466,0,,
