Time  [ms],Memory Usage [KB],Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta),Time  [ms],CPU Load [%]
29,2530316,32,4399109,3252657,34,66
130,2536812,134,5543800,4397348,138,72
231,2543168,234,4958409,3811957,236,60
331,2548848,334,3880512,2734060,336,37
432,2554304,434,2282005,1135553,437,33
532,2560024,534,2392994,1246542,537,36
632,2566156,635,2514886,1368434,637,35
733,2571612,735,2229551,1083099,738,33
833,2523836,836,2344272,1197820,838,37
933,2511200,936,1677454,531002,939,23
1034,2511448,1037,1349747,203295,,
