Time  [ms],Memory Usage [KB],Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta),Time  [ms],CPU Load [%]
80,2545076,0,3236248,1891160,3,42
180,2558952,84,3828308,2483220,88,60
281,2568876,183,3285143,1940055,185,44
381,2570560,286,3690901,2345813,291,66
482,2580984,384,4306474,2961386,387,59
583,2598120,486,4715169,3370081,490,64
683,2623140,587,4036535,2691447,593,78
784,2640748,687,5814490,4469402,692,91
885,2650668,788,6406202,5061114,793,92
986,2666044,889,6589454,5244366,894,92
1087,2656024,991,6127217,4782129,995,93
1188,2634212,1096,6006579,4661491,1105,95
1286,2651180,1197,5799211,4454123,1204,90
1387,2631388,1290,4831763,3486675,1293,64
1487,2572416,1390,3953997,2608909,1393,28
1588,2573156,1491,2717411,1372323,1494,32
1688,2571392,1592,1666975,321887,1595,34
1788,2571640,1691,2747093,1402005,1693,37
1889,2571640,1791,2405866,1060778,1794,33
1990,2571640,1892,1795271,450183,1895,33
2091,2571640,1993,2082502,737414,1996,27
2196,2571860,2093,1598415,253327,2096,25
2292,2572004,2199,1657635,312547,2202,32
2392,2572424,2294,2024621,679533,2297,30
2493,2572120,2394,2093319,748231,2397,30
2594,2572120,2495,2136340,791252,2498,34
2695,2575396,2603,2213742,868654,2610,41
2796,2572900,2705,2568722,1223634,2711,32
2895,2572900,2806,2380036,1034948,2811,38
2995,2572704,2897,2958757,1613669,2900,44
3096,2572952,2998,2515887,1170799,3001,34
3196,2573208,3098,1850101,505013,3102,30
3296,2573012,3199,2104092,759004,3201,33
3398,2573480,3300,1932195,587107,3307,26
3500,2573460,3406,2027320,682232,3410,30
3598,2573460,3509,2028788,683700,3512,30
3699,2573460,3601,2157850,812762,3603,30
3800,2573512,3701,1968188,623100,3704,29
3900,2573512,3802,1895098,550010,3805,28
4000,2573628,3903,1198526,0,3905,24
4101,2573680,4003,1221206,0,4005,24
4202,2573928,4103,1963509,618421,4106,30
4302,2572052,4205,1892557,547469,4207,29
4402,2572532,4305,2163183,818095,4307,38
4505,2572420,4405,1899285,554197,4407,29
4605,2572420,4513,1724098,379010,4523,33
,,,,,,
