datetime,cpu,mem
Wed Oct 26 17:37:43 GMT 2022,6.8,1354717
Wed Oct 26 17:37:45 GMT 2022,4.9,1355562
Wed Oct 26 17:37:46 GMT 2022,4.9,1431097
