datetime,cpu,mem
Thu Oct 27 10:39:13 GMT 2022,36,1397657
Thu Oct 27 10:39:15 GMT 2022,41,1398878
Thu Oct 27 10:39:16 GMT 2022,41,1411489
Thu Oct 27 10:39:17 GMT 2022,41,1421473
Thu Oct 27 10:39:19 GMT 2022,41,1426565
Thu Oct 27 10:39:20 GMT 2022,33,1431525
Thu Oct 27 10:39:22 GMT 2022,33,1433007
Thu Oct 27 10:39:25 GMT 2022,33,1427588
