Time  [ms],Memory Usage [KB],Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta),Time  [ms],CPU Load [%]
76,2617512,80,4089195,2717463,84,72
178,2630572,183,4709882,3338150,187,73
279,2618884,283,5186666,3814934,287,70
379,2629240,382,5546413,4174681,387,72
480,2651712,488,5666629,4294897,493,81
580,2671856,583,6056578,4684846,587,94
681,2688192,689,6443856,5072124,699,92
782,2699464,791,6375819,5004087,801,98
883,2710752,892,6304522,4932790,914,97
984,2711808,997,6406535,5034803,1006,93
1083,2715336,1088,6053446,4681714,1094,98
1183,2711720,1186,4854050,3482318,1189,61
1284,2632972,1288,4305887,2934155,1291,48
1384,2634468,1387,3146942,1775210,1390,47
1485,2638672,1487,3122581,1750849,1490,46
1585,2644472,1587,2902071,1530339,1589,43
1685,2651632,1687,2869952,1498220,1690,44
1785,2655600,1787,2930751,1559019,1790,45
1886,2558720,1889,2593757,1222025,1892,38
1987,2558968,1989,2283974,912242,1992,31
2087,2558772,2090,1964257,592525,2093,29
2191,2558772,2205,1328428,0,2219,36
2291,2558824,2310,2023303,651571,2322,31
2391,2559072,2401,2023329,651597,2411,34
2492,2559072,2501,2186530,814798,2507,32
2591,2561732,2593,2078979,707247,2597,37
2691,2559152,2694,2243804,872072,2696,31
2792,2559152,2794,2589938,1218206,2797,36
2892,2558956,2894,2876829,1505097,2897,43
2992,2559204,2995,2656819,1285087,3002,40
3095,2559240,3104,2169253,797521,3108,31
3194,2559240,3197,2384649,1012917,3199,32
3295,2559044,3297,2099967,728235,3300,33
3395,2559292,3397,2237222,865490,3400,30
3496,2559292,3498,2088412,716680,3501,34
3596,2559268,3599,2221650,849918,3602,34
3697,2559280,3699,1903901,532169,3702,29
3800,2559280,3813,1847128,475396,3825,36
3900,2559580,3909,2558113,1186381,3916,32
3999,2559580,4001,1677454,305722,4004,20
4101,2558012,4109,2057469,685737,4116,38
4201,2558012,4210,2441629,1069897,4217,35
4300,2557816,4303,2338397,966665,4310,31
4401,2558052,4403,2347330,975598,4407,37
4501,2557908,4504,2075082,703350,4507,31
4602,2560092,4605,2086047,714315,4609,37
4702,2569860,4705,3085763,1714031,4710,46
4803,2556452,4805,2575805,1204073,4811,32
4904,2556452,4918,2311186,939454,4925,31
5003,2556504,5006,2258231,886499,5009,32
5104,2548836,5107,2665164,1293432,5110,52
5205,2549008,5208,2927847,1556115,5211,34
5305,2549212,5308,1973431,601699,5312,30
5406,2549676,5409,1708223,336491,5411,30
5508,2549088,5516,2585118,1213386,5524,37
5608,2549152,5617,2314123,942391,5626,38
5708,2549188,5717,2185062,813330,5725,25
5809,2549436,5818,1949917,578185,5826,33
5910,2549436,5920,1815854,444122,5930,33
6011,2549240,6021,2273170,901438,6033,35
6111,2549340,6127,2727051,1355319,6130,37
6210,2549400,6213,2119062,747330,6215,32
6311,2549204,6314,2050299,678567,6318,33
6412,2549204,,,,,
