datetime,cpu,mem
Wed Oct 26 15:56:22 GMT 2022,40,1384930
Wed Oct 26 15:56:23 GMT 2022,5.5,1322264
Wed Oct 26 15:56:25 GMT 2022,5.5,1384310
Wed Oct 26 15:56:26 GMT 2022,5.5,1384722
Wed Oct 26 15:56:27 GMT 2022,5.5,1386097
Wed Oct 26 15:56:28 GMT 2022,39,1375756
