Time  [ms],Memory Usage [KB],Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta),Time  [ms],CPU Load [%]
4,2567820,7,3780881,2024805,11,64
87,2573920,90,4511382,2755306,92,55
188,2578364,193,3754551,1998475,197,52
293,2593964,304,4013349,2257273,320,88
392,2602360,404,5650430,3894354,411,0
492,2611948,498,2931642,1175566,503,59
591,2559012,595,2542427,786351,599,66
691,2565156,695,4155462,2399386,698,80
792,2568936,795,4324111,2568035,798,53
892,2563176,896,3568653,1812577,898,48
993,2552448,996,2794253,1038177,998,29
1096,2552448,1109,1464077,0,1117,30
1197,2552076,1209,1325512,0,1221,27
1298,2552320,1307,1336936,0,1318,21
1398,2552160,1409,1298654,0,1419,25
1498,2552536,1509,1345303,0,1520,28
1599,2552364,1607,1412128,0,1617,22
1699,2552364,1708,1300499,0,1717,22
1800,2552364,1810,1406661,0,1821,28
1902,2552416,1914,1229008,0,1926,24
2003,2552220,2013,1317307,0,2026,25
2103,2552468,2112,1303468,0,2123,24
2204,2552768,2217,1206440,0,2230,25
2305,2552768,2317,1316922,0,2331,29
2405,2552804,2415,1521009,0,2426,32
2506,2553052,2518,1335960,0,2529,30
2606,2552968,2616,1412239,0,2627,24
2707,2552968,2719,1395505,0,2730,28
2808,2552968,2818,1258032,0,2829,27
2906,2555404,2912,2208041,451965,2919,30
3006,2553720,3012,1777835,21759,3018,24
3107,2553524,3114,1799345,43269,3120,28
3208,2553772,3215,1863876,107800,3220,29
3309,2553576,3317,1398995,0,3327,26
3408,2555452,3415,2222381,466305,3420,32
3509,2555672,3516,1628620,0,3523,27
3612,2555560,3622,1415411,0,3633,28
3710,2555808,3719,1533109,0,3727,26
3812,2555808,3823,1275337,0,3835,23
3913,2555808,3926,1205006,0,3938,24
4014,2555808,4025,1320744,0,4038,28
4114,2556504,4127,2968071,1211995,4131,50
4212,2558428,4216,3231602,1475526,4219,51
4313,2564124,4316,3614086,1858010,4318,58
4414,2575496,4417,4573322,2817246,4421,81
4514,2580492,4518,5368287,3612211,4522,92
4616,2576172,4619,5608486,3852410,4622,76
4716,2568844,4720,4545935,2789859,4726,64
4818,2571916,4824,3208410,1452334,4830,52
4919,2563588,4929,3433386,1677310,4931,45
5018,2565356,5020,2402134,646058,5023,32
5119,2567084,5121,2774097,1018021,5124,41
5220,2569128,5222,2084680,328604,5225,30
5320,2570716,5322,2370810,614734,5325,33
5420,2570204,5422,1820856,64780,5425,25
5520,2569008,5523,1432318,0,5525,21
5620,2568904,5623,1456162,0,5625,22
5721,2569400,5723,1569500,0,5726,25
5821,2569452,5824,1594435,0,5826,26
5922,2569804,5924,1529604,0,5927,24
6022,2570104,6026,1504669,0,6028,27
6123,2568444,6129,2210304,454228,6135,31
6223,2568496,6229,1727644,0,6235,24
6324,2568548,6330,1605753,0,6335,21
6423,2568608,6426,1640579,0,6428,29
6525,2568980,6531,1609483,0,6539,26
6625,2568896,6632,1704150,0,6638,25
6726,2568700,6731,1818553,62477,6737,28
6826,2568700,6832,1937154,181078,6839,32
6926,2568804,6932,1923976,167900,6938,26
7027,2569044,7032,1746075,0,7038,24
7127,2569096,7132,1727644,0,7137,23
7232,2569096,7247,1108590,0,7259,20
7330,2569344,7343,1301633,0,7354,30
7431,2569148,7443,1292486,0,7455,30
7532,2568952,7543,1349412,0,7555,32
7632,2576352,7648,2511124,755048,7651,45
7731,2580988,7733,1956293,200217,7735,15
7833,2580944,7840,1333550,0,7847,21
7932,2585700,7939,1630456,0,,
