Time  [ms],Memory Usage [KB],Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta),Time  [ms],CPU Load [%]
9,2529120,12,5153753,3878881,15,67
109,2538632,114,5220134,3945262,120,82
210,2551788,215,6167255,4892383,219,92
311,2567244,315,5701406,4426534,319,58
415,2522748,424,4542293,3267421,433,81
513,2520160,519,5458793,4183921,524,0
565,2522816,572,2351549,1076677,577,60
665,2525864,672,2263846,988974,677,0
764,2530384,767,1815828,540956,771,46
864,2511832,867,3840658,2565786,869,35
964,2511820,967,2336826,1061954,969,22
1065,2512128,1068,1419576,144704,1070,24
1166,2512104,1169,1277669,2797,1171,25
1266,2512344,1268,1279526,4654,1271,30
1366,2512396,1369,1213106,0,1371,25
1467,2512644,1469,1229306,0,1473,25
1568,2512944,1574,1247126,0,1576,30
1668,2510448,1671,1994752,719880,1673,35
1769,2510296,1771,1277669,2797,1774,27
1869,2510296,1872,1337740,62868,1881,26
1973,2510472,1986,1426734,151862,1999,28
2078,2510784,2089,1321475,46603,2100,30
2174,2510784,2186,1276286,1414,2197,29
2275,2510836,2285,1340623,65751,2295,29
2374,2511136,2383,1454810,179938,2391,25
2475,2510940,2486,1438394,163522,2494,28
2575,2510940,2585,1714124,439252,2592,30
2675,2511188,2685,1679215,404343,2691,28
2775,2511188,2782,1898643,623771,2789,36
2876,2513592,2881,1751418,476546,2888,20
2977,2511596,2984,1734814,459942,2991,25
3076,2511460,3079,1534052,259180,3081,19
3177,2511452,3182,1598583,323711,3188,24
3278,2511452,3284,1509656,234784,3290,23
3378,2515460,3384,1843211,568339,3390,32
3478,2515460,3487,1584242,309370,3492,20
3579,2515760,3586,1318949,44077,3593,16
3680,2516008,3687,1698964,424092,3694,26
3780,2516256,3788,1765434,490562,3794,26
3880,2516256,3886,1785005,510133,3892,23
3980,2516256,3986,1928407,653535,3992,27
4082,2515280,4090,2545035,1270163,4095,43
4182,2516656,4191,2968071,1693199,4197,46
4283,2518056,4286,3437184,2162312,4290,53
4383,2527412,4386,4100772,2825900,4390,72
4485,2535424,4490,4615436,3340564,4500,76
4586,2533788,4589,5254911,3980039,4594,93
4686,2538328,4690,6030278,4755406,4696,88
4787,2540464,4791,5434766,4159894,4796,84
4887,2525740,4890,5014458,3739586,4894,60
4988,2519552,4990,3489851,2214979,4993,43
5089,2516480,5092,2395758,1120886,5095,40
5189,2517968,5192,2921438,1646566,5194,40
5289,2517772,5291,2312568,1037696,5294,27
5389,2517576,5391,1565869,290997,5394,24
5490,2517576,5497,1530326,255454,5503,21
5591,2517696,5598,1729806,454934,5606,30
5691,2517992,5697,1930565,655693,5703,26
5792,2518044,5798,1674228,399356,5805,31
5892,2518096,5899,1709137,434265,5906,27
5993,2517900,6000,1539578,264706,6007,28
6093,2518236,6100,1744046,469174,6107,26
6194,2518288,6201,1607707,332835,6205,22
6300,2518336,6317,1120919,0,6330,24
6398,2518584,6410,1303826,28954,6422,29
6499,2518584,6511,1250366,0,6523,26
6598,2518688,6607,1434551,159679,6616,29
6699,2518688,6708,1401083,126211,6718,28
6799,2518988,6812,1352282,77410,6828,31
6901,2516884,6913,1602815,327943,6926,29
7002,2516884,7015,1409450,134578,7028,28
7103,2517316,7117,1305455,30583,7130,27
7204,2517316,7219,1352282,77410,7233,30
7305,2517316,7321,1247126,0,7335,30
7405,2517120,7419,1426894,152022,7431,27
7507,2517584,7522,1274876,4,7536,32
7606,2530232,7613,2471143,1196271,,
