Time  [ms],Memory Usage [KB],Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta),Time  [ms],CPU Load [%]
78,2522820,8,4848757,2984278,11,73
175,2528012,82,4815758,2951279,87,66
275,2535624,178,4172886,2308407,181,51
376,2543520,278,3881349,2016870,283,56
476,2552784,378,3905416,2040937,381,53
577,2557288,479,2601221,736742,481,39
678,2563592,580,2096431,231952,582,35
780,2573004,680,2628399,763920,683,51
880,2581912,782,2786555,922076,785,46
981,2587512,883,3020231,1155752,886,47
1083,2595260,984,2830370,965891,986,34
1184,2595552,1091,2123936,259457,1099,41
1284,2500956,1195,2405721,541242,1201,28
1387,2499320,1290,860411,0,1298,15
1487,2499760,1397,739420,0,1408,15
1586,2501696,1499,508756,0,1511,11
1687,2511316,1596,1288392,0,1604,25
1786,2518960,1695,2461592,597113,1700,64
1887,2518688,1789,4407775,2543296,1795,76
1988,2513932,1890,4397575,2533096,1893,57
2088,2503360,1991,3906483,2042004,1994,42
2188,2503356,2090,2434837,570358,2093,26
2288,2503356,2192,1943925,79446,2196,20
2389,2503408,2291,1348469,0,2294,26
2491,2503212,2393,1162370,0,2397,24
2596,2503212,2494,1134473,0,2497,23
2693,2506068,2611,1148980,0,2625,26
2794,2503808,2698,2229551,365072,2703,31
2894,2503416,2802,1404990,0,2809,22
2995,2503716,2901,1806515,0,2907,22
3094,2503640,3003,1878216,13737,3009,29
3194,2503840,3097,1828026,0,3099,26
3295,2508020,3197,1694897,0,3200,28
3396,2508020,3298,1990525,126046,3304,27
3497,2508560,3403,1727644,0,3409,24
3598,2508416,3504,1598583,0,3511,24
3698,2508220,3604,1693363,0,3612,24
3799,2508468,3703,1741985,0,3709,24
3898,2508716,3806,1842366,0,3813,24
3998,2508564,3900,1446542,0,3903,19
4099,2507880,4002,2771247,906768,4005,43
4199,2512904,4102,3808267,1943788,4104,55
4300,2524768,4201,3811117,1946638,4204,58
4403,2530488,4303,3966215,2101736,4311,79
4502,2526076,4411,6168882,4304403,4415,91
4602,2519700,4505,6227204,4362725,4510,90
4703,2518600,4606,5706216,3841737,4609,75
4804,2515764,4706,4074474,2209995,4708,58
4905,2518232,4806,3668336,1803857,4809,41
5005,2514072,4909,2802103,937624,4912,37
5105,2515140,5007,2495639,631160,5010,36
5205,2515252,5107,2392994,528515,5110,35
5305,2515252,5208,1740516,0,5211,24
5406,2515300,5308,1832390,0,5311,24
5507,2515300,5409,1405650,0,5412,21
5607,2515548,5510,1310310,0,5513,15
5708,2515548,5611,1396351,0,5613,18
5808,2515404,5710,1762026,0,5713,25
5909,2515404,5811,1575209,0,5813,25
6009,2515456,5911,1547276,0,5914,20
6109,2515672,6011,1505391,0,6014,22
6211,2515704,6112,1494695,0,6115,25
6314,2515952,6218,1414903,0,6225,23
6415,2515596,6329,1109426,0,6341,21
