Time  [ms],Memory Usage [KB],Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta),Time  [ms],CPU Load [%]
9,2636520,12,4654871,3029607,15,64
109,2640724,112,5280051,3654787,114,80
209,2646440,211,4907032,3281768,214,43
309,2651884,312,2437484,812220,317,36
410,2658036,412,2537865,912601,414,39
510,2664232,512,2487674,862410,518,40
610,2626832,613,2430314,805050,618,36
711,2591824,716,1942747,317483,722,27
812,2591656,818,1647241,21977,824,24
914,2592152,926,1206626,0,937,22
1017,2592152,1028,1199421,0,1040,27
1115,2591956,1123,1398995,0,1132,26
1215,2591956,1223,1441677,0,1232,26
1315,2592204,1322,1714124,88860,1330,33
1417,2592204,1427,1398294,0,1437,27
1518,2592008,1529,1331297,0,1540,27
1617,2592256,1627,1381560,0,1642,27
1718,2601028,1726,1745525,120261,1736,27
1820,2606144,1832,1372366,0,1845,26
1869,2604036,1877,1047645,0,,
