Time  [ms],Memory Usage [KB],Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta),Time  [ms],CPU Load [%]
78,2708864,1,4966830,2998731,5,66
179,2709816,80,3908768,1940669,85,54
279,2710944,181,3269041,1300942,184,31
380,2710148,286,3098069,1129970,291,54
480,2711208,382,3320124,1352025,384,71
580,2711028,482,3279355,1311256,484,43
681,2640464,583,2712210,744111,585,41
781,2640464,683,2466164,498065,686,36
881,2640320,783,1851799,0,786,27
981,2640124,884,1990525,22426,886,28
1082,2640176,984,1722948,0,986,23
1183,2640176,1084,1595189,0,1086,22
1283,2639920,1185,1469760,0,1188,22
1384,2639792,1286,1083143,0,1289,15
1484,2639792,1386,1221511,0,1389,30
1590,2640092,1487,1164602,0,1490,24
1688,2640340,1605,1144516,0,1617,26
1789,2640340,1697,1434493,0,1708,24
1894,2637112,1801,1242266,0,1812,31
1991,2644980,1912,1343632,0,1923,29
2092,2646480,2004,1173776,0,2019,12
2192,2647536,2103,1396853,0,2110,28
2292,2648856,2203,889091,0,2210,16
2391,2649752,2302,1615026,0,2305,24
