Time  [ms],Memory Usage [KB],Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta),Time  [ms],CPU Load [%]
2,2562392,5,5232647,3304785,8,71
82,2566600,85,4331184,2403322,87,53
183,2572564,185,3037771,1109909,188,37
285,2577732,293,2918022,990160,301,33
387,2581948,395,2466435,538573,403,43
485,2590300,488,3401593,1473731,491,72
585,2594636,588,3986780,2058918,590,75
686,2520304,689,4438920,2511058,692,46
787,2518564,789,2294702,366840,792,30
886,2517932,889,1969959,42097,892,27
987,2517776,989,1478812,0,992,24
1087,2517692,1090,1313016,0,1093,24
1188,2517496,1190,1319188,0,1193,27
1289,2517496,1291,1337008,0,1295,26
1390,2517548,1392,1316680,0,1395,26
1490,2517548,1493,1420411,0,1496,26
1594,2517352,1606,1229306,0,1617,28
1693,2517352,1698,1574228,0,1706,22
1793,2517352,1798,1476691,0,1805,18
1894,2517692,1900,1720474,0,1906,25
1994,2517660,2000,1648773,0,2005,22
2095,2529716,2104,2398989,471127,2112,31
