datetime,cpu,mem
Wed Oct 26 17:56:58 GMT 2022,29,1361474
Wed Oct 26 17:56:59 GMT 2022,19,1364777
Wed Oct 26 17:57:00 GMT 2022,19,1364407
Wed Oct 26 17:57:02 GMT 2022,19,1364733
Wed Oct 26 17:57:03 GMT 2022,19,1364769
Wed Oct 26 17:57:04 GMT 2022,19,1364461
Wed Oct 26 17:57:05 GMT 2022,39,1353852
Wed Oct 26 17:57:07 GMT 2022,39,1353900
Wed Oct 26 17:57:08 GMT 2022,39,1354356
Wed Oct 26 17:57:10 GMT 2022,39,1370487
Wed Oct 26 17:57:11 GMT 2022,38,1369484
Wed Oct 26 17:57:12 GMT 2022,38,1369780
