datetime,cpu,mem
Wed Oct 26 19:39:29 GMT 2022,34,1399000
Wed Oct 26 19:39:30 GMT 2022,0,1336494
Wed Oct 26 19:39:31 GMT 2022,0,1397861
Wed Oct 26 19:39:32 GMT 2022,0,1398129
Wed Oct 26 19:39:34 GMT 2022,0,1399638
Wed Oct 26 19:39:35 GMT 2022,39,1393846
Wed Oct 26 19:39:36 GMT 2022,39,1389294
Wed Oct 26 19:39:38 GMT 2022,39,1389318
Wed Oct 26 19:39:39 GMT 2022,39,1390901
Wed Oct 26 19:39:41 GMT 2022,37,1369229
Wed Oct 26 19:39:42 GMT 2022,37,1369445
Wed Oct 26 19:39:44 GMT 2022,37,1369386
