datetime,cpu,mem
Wed Oct 26 17:50:18 GMT 2022,3.7,1354147
Wed Oct 26 17:50:19 GMT 2022,4.7,1351689
Wed Oct 26 17:50:20 GMT 2022,4.7,1357203
Wed Oct 26 17:50:22 GMT 2022,4.7,1357463
Wed Oct 26 17:50:23 GMT 2022,4.7,1359060
Wed Oct 26 17:50:24 GMT 2022,38,1357236
Wed Oct 26 17:50:26 GMT 2022,38,1347716
Wed Oct 26 17:50:27 GMT 2022,38,1347776
Wed Oct 26 17:50:28 GMT 2022,38,1366699
Wed Oct 26 17:50:30 GMT 2022,38,1362287
Wed Oct 26 17:50:31 GMT 2022,38,1362824
Wed Oct 26 17:50:32 GMT 2022,38,1363214
