datetime,cpu,mem
Wed Oct 26 18:44:04 GMT 2022,0,1421044
Wed Oct 26 18:44:05 GMT 2022,4.7,1361931
Wed Oct 26 18:44:07 GMT 2022,4.7,1422587
Wed Oct 26 18:44:08 GMT 2022,4.7,1423513
Wed Oct 26 18:44:09 GMT 2022,4.7,1423577
Wed Oct 26 18:44:10 GMT 2022,4.7,1424799
Wed Oct 26 18:44:11 GMT 2022,39,1413598
Wed Oct 26 18:44:13 GMT 2022,39,1413766
Wed Oct 26 18:44:14 GMT 2022,39,1414165
Wed Oct 26 18:44:15 GMT 2022,39,1429257
Wed Oct 26 18:44:17 GMT 2022,37,1428455
Wed Oct 26 18:44:18 GMT 2022,37,1429232
Wed Oct 26 18:44:19 GMT 2022,37,1455433
