datetime,cpu,mem
Fri Oct 28 18:02:09 GMT 2022,36,1191101
Fri Oct 28 18:02:10 GMT 2022,13,1163928
Fri Oct 28 18:02:12 GMT 2022,13,1205607
Fri Oct 28 18:02:13 GMT 2022,13,1218410
Fri Oct 28 18:02:15 GMT 2022,13,1225036
Fri Oct 28 18:02:16 GMT 2022,44,1218507
Fri Oct 28 18:02:18 GMT 2022,44,1218476
Fri Oct 28 18:02:20 GMT 2022,44,1218722
Fri Oct 28 18:02:21 GMT 2022,44,1201788
Fri Oct 28 18:02:23 GMT 2022,34,1200865
Fri Oct 28 18:02:24 GMT 2022,34,1200429
Fri Oct 28 18:02:26 GMT 2022,34,1200653
Fri Oct 28 18:02:28 GMT 2022,34,1202043
Fri Oct 28 18:02:29 GMT 2022,27,1200474
Fri Oct 28 18:02:31 GMT 2022,27,1200488
Fri Oct 28 18:02:33 GMT 2022,27,1200532
Fri Oct 28 18:02:34 GMT 2022,27,1201954
Fri Oct 28 18:02:36 GMT 2022,27,1200781
Fri Oct 28 18:02:38 GMT 2022,27,1200876
Fri Oct 28 18:02:39 GMT 2022,27,1202166
Fri Oct 28 18:02:41 GMT 2022,26,1200876
Fri Oct 28 18:02:43 GMT 2022,26,1200920
Fri Oct 28 18:02:44 GMT 2022,26,1202394
Fri Oct 28 18:02:46 GMT 2022,26,1200828
Fri Oct 28 18:02:48 GMT 2022,26,1200888
Fri Oct 28 18:02:49 GMT 2022,26,1202402
Fri Oct 28 18:02:51 GMT 2022,0.2,1201124
Fri Oct 28 18:02:53 GMT 2022,0.2,1201336
Fri Oct 28 18:02:54 GMT 2022,0.2,1202822
Fri Oct 28 18:02:56 GMT 2022,0,1201380
Fri Oct 28 18:02:58 GMT 2022,0,1201667
Fri Oct 28 18:03:00 GMT 2022,0,1205416
