datetime,cpu,mem
Sat Oct 29 00:30:25 GMT 2022,0.9,1242249
Sat Oct 29 00:30:26 GMT 2022,24,1240907
Sat Oct 29 00:30:28 GMT 2022,24,1270022
Sat Oct 29 00:30:29 GMT 2022,24,1258910
Sat Oct 29 00:30:31 GMT 2022,24,1274820
Sat Oct 29 00:30:33 GMT 2022,1.5,1267459
Sat Oct 29 00:30:35 GMT 2022,1.5,1266607
Sat Oct 29 00:30:38 GMT 2022,1.5,1283934
Sat Oct 29 00:30:40 GMT 2022,0.8,1282386
Sat Oct 29 00:30:42 GMT 2022,0.8,1282423
Sat Oct 29 00:30:44 GMT 2022,0.8,1283831
Sat Oct 29 00:30:46 GMT 2022,1.6,1282715
Sat Oct 29 00:30:48 GMT 2022,1.6,1282787
Sat Oct 29 00:30:50 GMT 2022,1.6,1284426
Sat Oct 29 00:30:53 GMT 2022,37,1282884
Sat Oct 29 00:30:55 GMT 2022,37,1282764
Sat Oct 29 00:30:57 GMT 2022,37,1284150
Sat Oct 29 00:30:59 GMT 2022,34,1282990
Sat Oct 29 00:31:01 GMT 2022,34,1283071
Sat Oct 29 00:31:04 GMT 2022,34,1284635
Sat Oct 29 00:31:06 GMT 2022,0.8,1283315
Sat Oct 29 00:31:08 GMT 2022,0.8,1283591
Sat Oct 29 00:31:10 GMT 2022,0.8,1284787
Sat Oct 29 00:31:13 GMT 2022,1.7,1283871
Sat Oct 29 00:31:15 GMT 2022,1.7,1283767
Sat Oct 29 00:31:17 GMT 2022,1.7,1285203
Sat Oct 29 00:31:19 GMT 2022,36,1284368
Sat Oct 29 00:31:22 GMT 2022,36,1283972
Sat Oct 29 00:31:24 GMT 2022,36,1282223
Sat Oct 29 00:31:26 GMT 2022,44,1281019
Sat Oct 29 00:31:29 GMT 2022,44,1279301
Sat Oct 29 00:31:31 GMT 2022,44,1280855
Sat Oct 29 00:31:34 GMT 2022,41,1280273
Sat Oct 29 00:31:36 GMT 2022,41,1280813
Sat Oct 29 00:31:38 GMT 2022,41,1280883
Sat Oct 29 00:31:41 GMT 2022,40,1281373
Sat Oct 29 00:31:43 GMT 2022,40,1282509
