datetime,cpu,mem
Sat Oct 29 00:19:08 GMT 2022,38,1289313
Sat Oct 29 00:19:09 GMT 2022,-5.3,1286567
Sat Oct 29 00:19:10 GMT 2022,-5.3,1294916
Sat Oct 29 00:19:12 GMT 2022,-5.3,1299538
Sat Oct 29 00:19:14 GMT 2022,-5.3,1316649
Sat Oct 29 00:19:15 GMT 2022,2.8,1303217
Sat Oct 29 00:19:17 GMT 2022,2.8,1304556
Sat Oct 29 00:19:19 GMT 2022,2.8,1319849
Sat Oct 29 00:19:21 GMT 2022,2.6,1337470
Sat Oct 29 00:19:23 GMT 2022,2.6,1335737
Sat Oct 29 00:19:26 GMT 2022,2.6,1340081
Sat Oct 29 00:19:28 GMT 2022,49,1339289
Sat Oct 29 00:19:31 GMT 2022,49,1339637
Sat Oct 29 00:19:33 GMT 2022,49,1341003
Sat Oct 29 00:19:35 GMT 2022,45,1340121
Sat Oct 29 00:19:38 GMT 2022,45,1340101
Sat Oct 29 00:19:40 GMT 2022,45,1341406
Sat Oct 29 00:19:42 GMT 2022,-1.2,1340177
Sat Oct 29 00:19:44 GMT 2022,-1.2,1340481
Sat Oct 29 00:19:46 GMT 2022,-1.2,1341929
Sat Oct 29 00:19:49 GMT 2022,50,1340521
Sat Oct 29 00:19:50 GMT 2022,50,1340789
Sat Oct 29 00:19:53 GMT 2022,50,1342053
Sat Oct 29 00:19:55 GMT 2022,2.7,1341121
Sat Oct 29 00:19:57 GMT 2022,2.7,1341009
Sat Oct 29 00:19:59 GMT 2022,2.7,1342457
Sat Oct 29 00:20:02 GMT 2022,44,1341496
Sat Oct 29 00:20:04 GMT 2022,44,1354297
Sat Oct 29 00:20:07 GMT 2022,44,1344459
Sat Oct 29 00:20:09 GMT 2022,51,1342823
Sat Oct 29 00:20:11 GMT 2022,51,1341508
Sat Oct 29 00:20:14 GMT 2022,51,1343704
Sat Oct 29 00:20:16 GMT 2022,48,1344917
Sat Oct 29 00:20:19 GMT 2022,48,1343261
Sat Oct 29 00:20:21 GMT 2022,48,1342962
Sat Oct 29 00:20:24 GMT 2022,48,1339094
