datetime,cpu,mem
Fri Oct 28 22:36:21 GMT 2022,53,1294759
Fri Oct 28 22:36:23 GMT 2022,15,1294099
Fri Oct 28 22:36:26 GMT 2022,15,1317781
Fri Oct 28 22:36:29 GMT 2022,81,1317831
Fri Oct 28 22:36:32 GMT 2022,81,1311816
Fri Oct 28 22:36:34 GMT 2022,81,1299001
Fri Oct 28 22:36:37 GMT 2022,63,1421947
Fri Oct 28 22:36:39 GMT 2022,63,1422015
Fri Oct 28 22:36:42 GMT 2022,63,1423516
Fri Oct 28 22:36:44 GMT 2022,55,1421333
Fri Oct 28 22:36:47 GMT 2022,55,1421537
Fri Oct 28 22:36:49 GMT 2022,55,1423043
Fri Oct 28 22:36:51 GMT 2022,55,1421858
Fri Oct 28 22:36:54 GMT 2022,55,1421950
Fri Oct 28 22:36:56 GMT 2022,55,1423464
Fri Oct 28 22:36:59 GMT 2022,54,1422113
Fri Oct 28 22:37:01 GMT 2022,54,1422197
Fri Oct 28 22:37:04 GMT 2022,54,1423530
Fri Oct 28 22:37:06 GMT 2022,55,1422153
Fri Oct 28 22:37:09 GMT 2022,55,1422245
Fri Oct 28 22:37:11 GMT 2022,55,1423982
Fri Oct 28 22:37:14 GMT 2022,53,1422885
Fri Oct 28 22:37:16 GMT 2022,53,1421406
Fri Oct 28 22:37:19 GMT 2022,53,1423846
Fri Oct 28 22:37:21 GMT 2022,61,1424695
Fri Oct 28 22:37:24 GMT 2022,61,1424711
Fri Oct 28 22:37:26 GMT 2022,61,1426936
Fri Oct 28 22:37:28 GMT 2022,60,1426025
Fri Oct 28 22:37:31 GMT 2022,60,1425984
Fri Oct 28 22:37:33 GMT 2022,60,1424059
Fri Oct 28 22:37:36 GMT 2022,57,1420073
Fri Oct 28 22:37:38 GMT 2022,57,1420189
Fri Oct 28 22:37:41 GMT 2022,57,1420580
Fri Oct 28 22:37:43 GMT 2022,58,1420248
Fri Oct 28 22:37:46 GMT 2022,58,1420222
Fri Oct 28 22:37:48 GMT 2022,58,1421811
Fri Oct 28 22:37:51 GMT 2022,56,1420666
Fri Oct 28 22:37:53 GMT 2022,56,1420782
Fri Oct 28 22:37:55 GMT 2022,56,1422295
Fri Oct 28 22:37:58 GMT 2022,54,1420938
Fri Oct 28 22:38:00 GMT 2022,54,1421165
Fri Oct 28 22:38:03 GMT 2022,54,1422834
