datetime,cpu,mem
Fri Oct 28 22:32:09 GMT 2022,74,1257465
Fri Oct 28 22:32:11 GMT 2022,18,1256383
Fri Oct 28 22:32:14 GMT 2022,18,1299637
Fri Oct 28 22:32:17 GMT 2022,77,1302155
Fri Oct 28 22:32:20 GMT 2022,77,1302676
Fri Oct 28 22:32:22 GMT 2022,77,1321106
Fri Oct 28 22:32:25 GMT 2022,61,1321339
Fri Oct 28 22:32:27 GMT 2022,61,1323114
Fri Oct 28 22:32:30 GMT 2022,71,1322260
Fri Oct 28 22:32:32 GMT 2022,71,1324170
Fri Oct 28 22:32:35 GMT 2022,66,1322561
Fri Oct 28 22:32:37 GMT 2022,66,1324216
Fri Oct 28 22:32:40 GMT 2022,62,1322898
Fri Oct 28 22:32:43 GMT 2022,62,1324413
Fri Oct 28 22:32:45 GMT 2022,60,1323131
Fri Oct 28 22:32:48 GMT 2022,60,1324622
Fri Oct 28 22:32:51 GMT 2022,60,1323456
Fri Oct 28 22:32:53 GMT 2022,60,1324950
Fri Oct 28 22:32:56 GMT 2022,61,1323664
Fri Oct 28 22:32:58 GMT 2022,61,1325198
Fri Oct 28 22:33:01 GMT 2022,62,1323884
Fri Oct 28 22:33:04 GMT 2022,62,1324222
Fri Oct 28 22:33:06 GMT 2022,67,1322568
Fri Oct 28 22:33:09 GMT 2022,67,1324649
Fri Oct 28 22:33:11 GMT 2022,68,1321036
Fri Oct 28 22:33:14 GMT 2022,68,1323238
Fri Oct 28 22:33:17 GMT 2022,66,1322486
Fri Oct 28 22:33:19 GMT 2022,66,1324951
Fri Oct 28 22:33:22 GMT 2022,62,1322483
Fri Oct 28 22:33:24 GMT 2022,62,1323177
Fri Oct 28 22:33:27 GMT 2022,66,1321846
Fri Oct 28 22:33:30 GMT 2022,66,1319975
Fri Oct 28 22:33:32 GMT 2022,64,1320568
Fri Oct 28 22:33:35 GMT 2022,64,1321556
Fri Oct 28 22:33:37 GMT 2022,62,1320258
Fri Oct 28 22:33:40 GMT 2022,62,1321436
Fri Oct 28 22:33:43 GMT 2022,62,1320062
Fri Oct 28 22:33:45 GMT 2022,62,1321556
Fri Oct 28 22:33:48 GMT 2022,60,1320226
Fri Oct 28 22:33:50 GMT 2022,60,1321852
Fri Oct 28 22:33:53 GMT 2022,60,1320526
Fri Oct 28 22:33:56 GMT 2022,60,1322024
Fri Oct 28 22:33:58 GMT 2022,61,1320950
Fri Oct 28 22:34:01 GMT 2022,61,1322428
Fri Oct 28 22:34:04 GMT 2022,62,1321086
Fri Oct 28 22:34:06 GMT 2022,62,1322616
Fri Oct 28 22:34:09 GMT 2022,61,1321356
Fri Oct 28 22:34:11 GMT 2022,61,1322902
Fri Oct 28 22:34:14 GMT 2022,61,1321584
Fri Oct 28 22:34:17 GMT 2022,61,1323090
Fri Oct 28 22:34:19 GMT 2022,60,1321772
Fri Oct 28 22:34:22 GMT 2022,60,1323278
Fri Oct 28 22:34:25 GMT 2022,60,1322008
Fri Oct 28 22:34:27 GMT 2022,60,1323822
Fri Oct 28 22:34:30 GMT 2022,61,1322628
Fri Oct 28 22:34:32 GMT 2022,61,1324138
Fri Oct 28 22:34:35 GMT 2022,61,1322740
Fri Oct 28 22:34:38 GMT 2022,61,1324246
Fri Oct 28 22:34:40 GMT 2022,61,1322944
Fri Oct 28 22:34:43 GMT 2022,61,1324623
Fri Oct 28 22:34:45 GMT 2022,61,1323257
Fri Oct 28 22:34:48 GMT 2022,61,1324751
Fri Oct 28 22:34:51 GMT 2022,60,1323947
Fri Oct 28 22:34:53 GMT 2022,60,1342645
Fri Oct 28 22:34:56 GMT 2022,89,1446227
Fri Oct 28 22:34:59 GMT 2022,89,1447861
Fri Oct 28 22:35:01 GMT 2022,85,1447566
Fri Oct 28 22:35:04 GMT 2022,85,1450187
Fri Oct 28 22:35:06 GMT 2022,84,1448662
Fri Oct 28 22:35:09 GMT 2022,84,1447440
Fri Oct 28 22:35:11 GMT 2022,63,1446174
Fri Oct 28 22:35:14 GMT 2022,63,1447688
Fri Oct 28 22:35:16 GMT 2022,54,1446190
Fri Oct 28 22:35:19 GMT 2022,54,1447668
Fri Oct 28 22:35:22 GMT 2022,54,1446326
Fri Oct 28 22:35:24 GMT 2022,54,1447840
Fri Oct 28 22:35:27 GMT 2022,54,1446514
Fri Oct 28 22:35:29 GMT 2022,54,1448074
Fri Oct 28 22:35:32 GMT 2022,56,1446804
Fri Oct 28 22:35:34 GMT 2022,56,1448320
