datetime,cpu,mem
Sat Oct 29 00:25:10 GMT 2022,0.8,1246970
Sat Oct 29 00:25:12 GMT 2022,-2.1,1243784
Sat Oct 29 00:25:13 GMT 2022,-2.1,1247224
Sat Oct 29 00:25:14 GMT 2022,-2.1,1247216
Sat Oct 29 00:25:16 GMT 2022,-2.1,1248191
Sat Oct 29 00:25:18 GMT 2022,2.1,1255018
Sat Oct 29 00:25:20 GMT 2022,2.1,1252868
Sat Oct 29 00:25:22 GMT 2022,2.1,1271975
Sat Oct 29 00:25:24 GMT 2022,-45.1,1271130
Sat Oct 29 00:25:26 GMT 2022,-45.1,1271295
Sat Oct 29 00:25:28 GMT 2022,-45.1,1272833
Sat Oct 29 00:25:30 GMT 2022,36,1271650
Sat Oct 29 00:25:32 GMT 2022,36,1271610
Sat Oct 29 00:25:35 GMT 2022,36,1272853
Sat Oct 29 00:25:37 GMT 2022,36,1271537
Sat Oct 29 00:25:39 GMT 2022,36,1271597
Sat Oct 29 00:25:40 GMT 2022,36,1272869
Sat Oct 29 00:25:43 GMT 2022,1.7,1271833
Sat Oct 29 00:25:45 GMT 2022,1.7,1271816
Sat Oct 29 00:25:47 GMT 2022,1.7,1273302
Sat Oct 29 00:25:49 GMT 2022,0.6,1272142
Sat Oct 29 00:25:51 GMT 2022,0.6,1272118
Sat Oct 29 00:25:53 GMT 2022,0.6,1273510
Sat Oct 29 00:25:55 GMT 2022,41,1272254
Sat Oct 29 00:25:57 GMT 2022,41,1272346
Sat Oct 29 00:25:59 GMT 2022,41,1273778
Sat Oct 29 00:26:02 GMT 2022,1.8,1272546
Sat Oct 29 00:26:04 GMT 2022,1.8,1272742
Sat Oct 29 00:26:06 GMT 2022,1.8,1286337
Sat Oct 29 00:26:08 GMT 2022,38,1274270
Sat Oct 29 00:26:10 GMT 2022,38,1274521
Sat Oct 29 00:26:13 GMT 2022,38,1275198
Sat Oct 29 00:26:15 GMT 2022,42,1274766
Sat Oct 29 00:26:17 GMT 2022,42,1274082
Sat Oct 29 00:26:20 GMT 2022,42,1276377
Sat Oct 29 00:26:22 GMT 2022,0.9,1276331
Sat Oct 29 00:26:24 GMT 2022,0.9,1273588
Sat Oct 29 00:26:26 GMT 2022,0.9,1275178
Sat Oct 29 00:26:29 GMT 2022,2,1271296
Sat Oct 29 00:26:31 GMT 2022,2,1271856
Sat Oct 29 00:26:34 GMT 2022,2,1273288
Sat Oct 29 00:26:36 GMT 2022,39,1271943
Sat Oct 29 00:26:38 GMT 2022,39,1272271
Sat Oct 29 00:26:40 GMT 2022,39,1273663
Sat Oct 29 00:26:43 GMT 2022,38,1270955
Sat Oct 29 00:26:45 GMT 2022,38,1272467
Sat Oct 29 00:26:47 GMT 2022,38,1273931
Sat Oct 29 00:26:50 GMT 2022,39,1275262
